"","swis_code","reassessed","appointed","year","cohort"
"1","12000",0,0,"1987",1
"2","12000",0,0,"1988",1
"3","12000",0,0,"1989",1
"4","12000",0,0,"1990",1
"5","12000",0,0,"1991",1
"6","12000",0,0,"1992",1
"7","12000",0,0,"1993",1
"8","12000",0,0,"1994",1
"9","12000",0,0,"1995",1
"10","12000",0,0,"1996",1
"11","12000",100,0,"1997",1
"12","12000",0,0,"1998",1
"13","12000",0,0,"1999",1
"14","12000",0,0,"2000",1
"15","12000",0,0,"2001",1
"16","12000",0,0,"2002",1
"17","12000",0,0,"2003",1
"18","12000",0,0,"2004",1
"19","12000",0,0,"2005",1
"20","12000",0,0,"2006",1
"21","12000",0,0,"2007",1
"22","12000",0,0,"2008",1
"23","12000",0,0,"2009",1
"24","12000",0,0,"2010",1
"25","12000",0,0,"2011",1
"51","12400",0,0,"1987",16
"52","12400",0,0,"1988",16
"53","12400",0,0,"1989",16
"54","12400",0,0,"1990",16
"55","12400",0,0,"1991",16
"56","12400",0,0,"1992",16
"57","12400",0,0,"1993",16
"58","12400",0,0,"1994",16
"59","12400",0,0,"1995",16
"60","12400",0,0,"1996",16
"61","12400",0,1,"1997",16
"62","12400",0,1,"1998",16
"63","12400",0,1,"1999",16
"64","12400",100,1,"2000",16
"65","12400",0,1,"2001",16
"66","12400",0,1,"2002",16
"67","12400",0,1,"2003",16
"68","12400",0,1,"2004",16
"69","12400",0,1,"2005",16
"70","12400",0,1,"2006",16
"71","12400",100,1,"2007",16
"72","12400",0,1,"2008",16
"73","12400",0,1,"2009",16
"74","12400",0,1,"2010",16
"75","12400",0,1,"2011",16
"176","13400",0,0,"1987",16
"177","13400",0,0,"1988",16
"178","13400",0,0,"1989",16
"179","13400",0,0,"1990",16
"180","13400",0,0,"1991",16
"181","13400",0,0,"1992",16
"182","13400",100,0,"1993",16
"183","13400",0,0,"1994",16
"184","13400",0,0,"1995",16
"185","13400",0,0,"1996",16
"186","13400",100,1,"1997",16
"187","13400",0,1,"1998",16
"188","13400",0,1,"1999",16
"189","13400",0,1,"2000",16
"190","13400",0,1,"2001",16
"191","13400",0,1,"2002",16
"192","13400",0,1,"2003",16
"193","13400",0,1,"2004",16
"194","13400",0,1,"2005",16
"195","13400",100,1,"2006",16
"196","13400",0,1,"2007",16
"197","13400",0,1,"2008",16
"198","13400",0,1,"2009",16
"199","13400",0,1,"2010",16
"200","13400",0,1,"2011",16
"201","13600",0,0,"1987",1
"202","13600",0,0,"1988",1
"203","13600",0,0,"1989",1
"204","13600",0,0,"1990",1
"205","13600",0,0,"1991",1
"206","13600",0,0,"1992",1
"207","13600",0,0,"1993",1
"208","13600",0,0,"1994",1
"209","13600",0,0,"1995",1
"210","13600",0,0,"1996",1
"211","13600",0,0,"1997",1
"212","13600",100,0,"1998",1
"213","13600",0,0,"1999",1
"214","13600",0,0,"2000",1
"215","13600",0,0,"2001",1
"216","13600",0,0,"2002",1
"217","13600",0,0,"2003",1
"218","13600",0,0,"2004",1
"219","13600",0,0,"2005",1
"220","13600",0,0,"2006",1
"221","13600",0,0,"2007",1
"222","13600",0,0,"2008",1
"223","13600",0,0,"2009",1
"224","13600",0,0,"2010",1
"225","13600",0,0,"2011",1
"226","13800",0,0,"1987",12
"227","13800",0,0,"1988",12
"228","13800",0,0,"1989",12
"229","13800",0,0,"1990",12
"230","13800",0,0,"1991",12
"231","13800",0,0,"1992",12
"232","13800",0,0,"1993",12
"233","13800",0,0,"1994",12
"234","13800",0,0,"1995",12
"235","13800",0,0,"1996",12
"236","13800",0,0,"1997",12
"237","13800",0,0,"1998",12
"238","13800",0,0,"1999",12
"239","13800",0,0,"2000",12
"240","13800",0,1,"2001",12
"241","13800",0,1,"2002",12
"242","13800",0,1,"2003",12
"243","13800",0,1,"2004",12
"244","13800",0,1,"2005",12
"245","13800",0,1,"2006",12
"246","13800",0,1,"2007",12
"247","13800",0,1,"2008",12
"248","13800",0,1,"2009",12
"249","13800",0,1,"2010",12
"250","13800",0,1,"2011",12
"251","22000",0,0,"1987",23
"252","22000",0,0,"1988",23
"253","22000",0,0,"1989",23
"254","22000",0,1,"1990",23
"255","22000",0,1,"1991",23
"256","22000",0,1,"1992",23
"257","22000",0,1,"1993",23
"258","22000",0,1,"1994",23
"259","22000",0,1,"1995",23
"260","22000",100,1,"1996",23
"261","22000",0,1,"1997",23
"262","22000",0,1,"1998",23
"263","22000",0,1,"1999",23
"264","22000",0,1,"2000",23
"265","22000",0,1,"2001",23
"266","22000",0,1,"2002",23
"267","22000",0,1,"2003",23
"268","22000",0,1,"2004",23
"269","22000",0,1,"2005",23
"270","22000",0,1,"2006",23
"271","22000",100,1,"2007",23
"272","22000",100,1,"2008",23
"273","22000",100,1,"2009",23
"274","22000",100,1,"2010",23
"275","22000",0,1,"2011",23
"276","22200",0,0,"1987",14
"277","22200",0,0,"1988",14
"278","22200",0,0,"1989",14
"279","22200",0,0,"1990",14
"280","22200",0,0,"1991",14
"281","22200",0,0,"1992",14
"282","22200",0,0,"1993",14
"283","22200",0,0,"1994",14
"284","22200",0,0,"1995",14
"285","22200",0,0,"1996",14
"286","22200",100,0,"1997",14
"287","22200",0,0,"1998",14
"288","22200",0,1,"1999",14
"289","22200",0,1,"2000",14
"290","22200",0,1,"2001",14
"291","22200",0,1,"2002",14
"292","22200",0,1,"2003",14
"293","22200",0,1,"2004",14
"294","22200",100,1,"2005",14
"295","22200",100,1,"2006",14
"296","22200",100,1,"2007",14
"297","22200",0,1,"2008",14
"298","22200",100,1,"2009",14
"299","22200",100,1,"2010",14
"300","22200",100,1,"2011",14
"351","22800",0,0,"1987",24
"352","22800",0,0,"1988",24
"353","22800",0,1,"1989",24
"354","22800",0,1,"1990",24
"355","22800",0,1,"1991",24
"356","22800",100,1,"1992",24
"357","22800",0,1,"1993",24
"358","22800",0,1,"1994",24
"359","22800",0,1,"1995",24
"360","22800",0,1,"1996",24
"361","22800",0,1,"1997",24
"362","22800",0,1,"1998",24
"363","22800",0,1,"1999",24
"364","22800",0,1,"2000",24
"365","22800",0,1,"2001",24
"366","22800",0,1,"2002",24
"367","22800",0,1,"2003",24
"368","22800",0,1,"2004",24
"369","22800",0,1,"2005",24
"370","22800",0,1,"2006",24
"371","22800",0,1,"2007",24
"372","22800",0,1,"2008",24
"373","22800",0,1,"2009",24
"374","22800",0,1,"2010",24
"375","22800",100,1,"2011",24
"401","23200",0,0,"1987",14
"402","23200",0,0,"1988",14
"403","23200",0,0,"1989",14
"404","23200",0,0,"1990",14
"405","23200",0,0,"1991",14
"406","23200",0,0,"1992",14
"407","23200",100,0,"1993",14
"408","23200",0,0,"1994",14
"409","23200",0,0,"1995",14
"410","23200",0,0,"1996",14
"411","23200",0,0,"1997",14
"412","23200",0,0,"1998",14
"413","23200",0,1,"1999",14
"414","23200",100,1,"2000",14
"415","23200",100,1,"2001",14
"416","23200",100,1,"2002",14
"417","23200",100,1,"2003",14
"418","23200",0,1,"2004",14
"419","23200",0,1,"2005",14
"420","23200",100,1,"2006",14
"421","23200",100,1,"2007",14
"422","23200",100,1,"2008",14
"423","23200",100,1,"2009",14
"424","23200",0,1,"2010",14
"425","23200",0,1,"2011",14
"426","23400",0,0,"1987",14
"427","23400",0,0,"1988",14
"428","23400",0,0,"1989",14
"429","23400",0,0,"1990",14
"430","23400",0,0,"1991",14
"431","23400",0,0,"1992",14
"432","23400",0,0,"1993",14
"433","23400",0,0,"1994",14
"434","23400",100,0,"1995",14
"435","23400",0,0,"1996",14
"436","23400",0,0,"1997",14
"437","23400",0,0,"1998",14
"438","23400",0,1,"1999",14
"439","23400",0,1,"2000",14
"440","23400",0,1,"2001",14
"441","23400",0,1,"2002",14
"442","23400",0,1,"2003",14
"443","23400",0,1,"2004",14
"444","23400",0,1,"2005",14
"445","23400",0,1,"2006",14
"446","23400",0,1,"2007",14
"447","23400",100,1,"2008",14
"448","23400",0,1,"2009",14
"449","23400",0,1,"2010",14
"450","23400",0,1,"2011",14
"451","23600",0,0,"1987",23
"452","23600",0,0,"1988",23
"453","23600",0,0,"1989",23
"454","23600",0,1,"1990",23
"455","23600",0,1,"1991",23
"456","23600",0,1,"1992",23
"457","23600",0,1,"1993",23
"458","23600",100,1,"1994",23
"459","23600",0,1,"1995",23
"460","23600",0,1,"1996",23
"461","23600",0,1,"1997",23
"462","23600",0,1,"1998",23
"463","23600",0,1,"1999",23
"464","23600",0,1,"2000",23
"465","23600",100,1,"2001",23
"466","23600",100,1,"2002",23
"467","23600",100,1,"2003",23
"468","23600",100,1,"2004",23
"469","23600",100,1,"2005",23
"470","23600",100,1,"2006",23
"471","23600",100,1,"2007",23
"472","23600",100,1,"2008",23
"473","23600",100,1,"2009",23
"474","23600",100,1,"2010",23
"475","23600",100,1,"2011",23
"501","24000",0,0,"1987",14
"502","24000",0,0,"1988",14
"503","24000",0,0,"1989",14
"504","24000",0,0,"1990",14
"505","24000",0,0,"1991",14
"506","24000",0,0,"1992",14
"507","24000",100,0,"1993",14
"508","24000",0,0,"1994",14
"509","24000",0,0,"1995",14
"510","24000",100,0,"1996",14
"511","24000",0,0,"1997",14
"512","24000",0,0,"1998",14
"513","24000",0,1,"1999",14
"514","24000",0,1,"2000",14
"515","24000",100,1,"2001",14
"516","24000",100,1,"2002",14
"517","24000",100,1,"2003",14
"518","24000",100,1,"2004",14
"519","24000",100,1,"2005",14
"520","24000",100,1,"2006",14
"521","24000",100,1,"2007",14
"522","24000",100,1,"2008",14
"523","24000",0,1,"2009",14
"524","24000",100,1,"2010",14
"525","24000",0,1,"2011",14
"526","24200",0,0,"1987",14
"527","24200",0,0,"1988",14
"528","24200",0,0,"1989",14
"529","24200",0,0,"1990",14
"530","24200",0,0,"1991",14
"531","24200",0,0,"1992",14
"532","24200",0,0,"1993",14
"533","24200",0,0,"1994",14
"534","24200",100,0,"1995",14
"535","24200",0,0,"1996",14
"536","24200",0,0,"1997",14
"537","24200",0,0,"1998",14
"538","24200",0,1,"1999",14
"539","24200",0,1,"2000",14
"540","24200",100,1,"2001",14
"541","24200",100,1,"2002",14
"542","24200",100,1,"2003",14
"543","24200",100,1,"2004",14
"544","24200",100,1,"2005",14
"545","24200",0,1,"2006",14
"546","24200",0,1,"2007",14
"547","24200",100,1,"2008",14
"548","24200",100,1,"2009",14
"549","24200",100,1,"2010",14
"550","24200",0,1,"2011",14
"551","24400",0,0,"1987",14
"552","24400",0,0,"1988",14
"553","24400",0,0,"1989",14
"554","24400",0,0,"1990",14
"555","24400",0,0,"1991",14
"556","24400",0,0,"1992",14
"557","24400",0,0,"1993",14
"558","24400",0,0,"1994",14
"559","24400",0,0,"1995",14
"560","24400",0,0,"1996",14
"561","24400",100,0,"1997",14
"562","24400",0,0,"1998",14
"563","24400",0,1,"1999",14
"564","24400",0,1,"2000",14
"565","24400",0,1,"2001",14
"566","24400",0,1,"2002",14
"567","24400",100,1,"2003",14
"568","24400",100,1,"2004",14
"569","24400",100,1,"2005",14
"570","24400",100,1,"2006",14
"571","24400",100,1,"2007",14
"572","24400",100,1,"2008",14
"573","24400",100,1,"2009",14
"574","24400",0,1,"2010",14
"575","24400",100,1,"2011",14
"576","24600",0,0,"1987",14
"577","24600",0,0,"1988",14
"578","24600",0,0,"1989",14
"579","24600",0,0,"1990",14
"580","24600",0,0,"1991",14
"581","24600",0,0,"1992",14
"582","24600",0,0,"1993",14
"583","24600",0,0,"1994",14
"584","24600",0,0,"1995",14
"585","24600",100,0,"1996",14
"586","24600",0,0,"1997",14
"587","24600",0,0,"1998",14
"588","24600",0,1,"1999",14
"589","24600",0,1,"2000",14
"590","24600",0,1,"2001",14
"591","24600",0,1,"2002",14
"592","24600",0,1,"2003",14
"593","24600",0,1,"2004",14
"594","24600",0,1,"2005",14
"595","24600",0,1,"2006",14
"596","24600",0,1,"2007",14
"597","24600",0,1,"2008",14
"598","24600",100,1,"2009",14
"599","24600",100,1,"2010",14
"600","24600",0,1,"2011",14
"601","24800",0,0,"1987",1
"602","24800",0,0,"1988",1
"603","24800",0,0,"1989",1
"604","24800",0,0,"1990",1
"605","24800",0,0,"1991",1
"606","24800",100,0,"1992",1
"607","24800",0,0,"1993",1
"608","24800",0,0,"1994",1
"609","24800",0,0,"1995",1
"610","24800",0,0,"1996",1
"611","24800",0,0,"1997",1
"612","24800",0,0,"1998",1
"613","24800",0,0,"1999",1
"614","24800",100,0,"2000",1
"615","24800",0,0,"2001",1
"616","24800",0,0,"2002",1
"617","24800",0,0,"2003",1
"618","24800",0,0,"2004",1
"619","24800",0,0,"2005",1
"620","24800",0,0,"2006",1
"621","24800",0,0,"2007",1
"622","24800",0,0,"2008",1
"623","24800",100,0,"2009",1
"624","24800",100,0,"2010",1
"625","24800",0,0,"2011",1
"651","25200",0,0,"1987",1
"652","25200",0,0,"1988",1
"653","25200",0,0,"1989",1
"654","25200",0,0,"1990",1
"655","25200",0,0,"1991",1
"656","25200",0,0,"1992",1
"657","25200",0,0,"1993",1
"658","25200",100,0,"1994",1
"659","25200",0,0,"1995",1
"660","25200",0,0,"1996",1
"661","25200",0,0,"1997",1
"662","25200",0,0,"1998",1
"663","25200",0,0,"1999",1
"664","25200",0,0,"2000",1
"665","25200",0,0,"2001",1
"666","25200",0,0,"2002",1
"667","25200",0,0,"2003",1
"668","25200",0,0,"2004",1
"669","25200",100,0,"2005",1
"670","25200",100,0,"2006",1
"671","25200",100,0,"2007",1
"672","25200",100,0,"2008",1
"673","25200",100,0,"2009",1
"674","25200",100,0,"2010",1
"675","25200",0,0,"2011",1
"676","25400",0,0,"1987",23
"677","25400",0,0,"1988",23
"678","25400",0,0,"1989",23
"679","25400",0,1,"1990",23
"680","25400",0,1,"1991",23
"681","25400",0,1,"1992",23
"682","25400",0,1,"1993",23
"683","25400",0,1,"1994",23
"684","25400",0,1,"1995",23
"685","25400",0,1,"1996",23
"686","25400",0,1,"1997",23
"687","25400",0,1,"1998",23
"688","25400",0,1,"1999",23
"689","25400",100,1,"2000",23
"690","25400",0,1,"2001",23
"691","25400",0,1,"2002",23
"692","25400",0,1,"2003",23
"693","25400",0,1,"2004",23
"694","25400",100,1,"2005",23
"695","25400",0,1,"2006",23
"696","25400",0,1,"2007",23
"697","25400",0,1,"2008",23
"698","25400",0,1,"2009",23
"699","25400",0,1,"2010",23
"700","25400",0,1,"2011",23
"701","25600",0,0,"1987",23
"702","25600",0,0,"1988",23
"703","25600",0,0,"1989",23
"704","25600",0,1,"1990",23
"705","25600",100,1,"1991",23
"706","25600",0,1,"1992",23
"707","25600",0,1,"1993",23
"708","25600",0,1,"1994",23
"709","25600",0,1,"1995",23
"710","25600",100,1,"1996",23
"711","25600",0,1,"1997",23
"712","25600",0,1,"1998",23
"713","25600",0,1,"1999",23
"714","25600",0,1,"2000",23
"715","25600",0,1,"2001",23
"716","25600",0,1,"2002",23
"717","25600",0,1,"2003",23
"718","25600",100,1,"2004",23
"719","25600",100,1,"2005",23
"720","25600",100,1,"2006",23
"721","25600",100,1,"2007",23
"722","25600",100,1,"2008",23
"723","25600",100,1,"2009",23
"724","25600",100,1,"2010",23
"725","25600",100,1,"2011",23
"776","26200",0,0,"1987",23
"777","26200",0,0,"1988",23
"778","26200",0,0,"1989",23
"779","26200",0,1,"1990",23
"780","26200",0,1,"1991",23
"781","26200",0,1,"1992",23
"782","26200",100,1,"1993",23
"783","26200",0,1,"1994",23
"784","26200",0,1,"1995",23
"785","26200",0,1,"1996",23
"786","26200",0,1,"1997",23
"787","26200",0,1,"1998",23
"788","26200",0,1,"1999",23
"789","26200",0,1,"2000",23
"790","26200",0,1,"2001",23
"791","26200",100,1,"2002",23
"792","26200",100,1,"2003",23
"793","26200",100,1,"2004",23
"794","26200",100,1,"2005",23
"795","26200",100,1,"2006",23
"796","26200",100,1,"2007",23
"797","26200",0,1,"2008",23
"798","26200",100,1,"2009",23
"799","26200",100,1,"2010",23
"800","26200",0,1,"2011",23
"801","26400",0,0,"1987",23
"802","26400",0,0,"1988",23
"803","26400",0,0,"1989",23
"804","26400",0,1,"1990",23
"805","26400",0,1,"1991",23
"806","26400",0,1,"1992",23
"807","26400",0,1,"1993",23
"808","26400",0,1,"1994",23
"809","26400",100,1,"1995",23
"810","26400",0,1,"1996",23
"811","26400",0,1,"1997",23
"812","26400",0,1,"1998",23
"813","26400",0,1,"1999",23
"814","26400",0,1,"2000",23
"815","26400",100,1,"2001",23
"816","26400",100,1,"2002",23
"817","26400",100,1,"2003",23
"818","26400",100,1,"2004",23
"819","26400",100,1,"2005",23
"820","26400",0,1,"2006",23
"821","26400",100,1,"2007",23
"822","26400",0,1,"2008",23
"823","26400",100,1,"2009",23
"824","26400",0,1,"2010",23
"825","26400",0,1,"2011",23
"826","26600",0,0,"1987",14
"827","26600",0,0,"1988",14
"828","26600",0,0,"1989",14
"829","26600",0,0,"1990",14
"830","26600",0,0,"1991",14
"831","26600",0,0,"1992",14
"832","26600",0,0,"1993",14
"833","26600",0,0,"1994",14
"834","26600",100,0,"1995",14
"835","26600",0,0,"1996",14
"836","26600",0,0,"1997",14
"837","26600",0,0,"1998",14
"838","26600",0,1,"1999",14
"839","26600",0,1,"2000",14
"840","26600",0,1,"2001",14
"841","26600",0,1,"2002",14
"842","26600",0,1,"2003",14
"843","26600",0,1,"2004",14
"844","26600",0,1,"2005",14
"845","26600",0,1,"2006",14
"846","26600",0,1,"2007",14
"847","26600",0,1,"2008",14
"848","26600",0,1,"2009",14
"849","26600",0,1,"2010",14
"850","26600",0,1,"2011",14
"926","27400",0,0,"1987",23
"927","27400",0,0,"1988",23
"928","27400",0,0,"1989",23
"929","27400",100,1,"1990",23
"930","27400",0,1,"1991",23
"931","27400",0,1,"1992",23
"932","27400",0,1,"1993",23
"933","27400",0,1,"1994",23
"934","27400",0,1,"1995",23
"935","27400",0,1,"1996",23
"936","27400",0,1,"1997",23
"937","27400",100,1,"1998",23
"938","27400",0,1,"1999",23
"939","27400",0,1,"2000",23
"940","27400",0,1,"2001",23
"941","27400",0,1,"2002",23
"942","27400",0,1,"2003",23
"943","27400",100,1,"2004",23
"944","27400",0,1,"2005",23
"945","27400",0,1,"2006",23
"946","27400",100,1,"2007",23
"947","27400",100,1,"2008",23
"948","27400",100,1,"2009",23
"949","27400",100,1,"2010",23
"950","27400",0,1,"2011",23
"951","27600",0,0,"1987",1
"952","27600",0,0,"1988",1
"953","27600",0,0,"1989",1
"954","27600",0,0,"1990",1
"955","27600",0,0,"1991",1
"956","27600",0,0,"1992",1
"957","27600",0,0,"1993",1
"958","27600",0,0,"1994",1
"959","27600",0,0,"1995",1
"960","27600",100,0,"1996",1
"961","27600",0,0,"1997",1
"962","27600",0,0,"1998",1
"963","27600",0,0,"1999",1
"964","27600",0,0,"2000",1
"965","27600",100,0,"2001",1
"966","27600",0,0,"2002",1
"967","27600",0,0,"2003",1
"968","27600",0,0,"2004",1
"969","27600",0,0,"2005",1
"970","27600",0,0,"2006",1
"971","27600",0,0,"2007",1
"972","27600",100,0,"2008",1
"973","27600",100,0,"2009",1
"974","27600",100,0,"2010",1
"975","27600",0,0,"2011",1
"976","32000",0,0,"1987",1
"977","32000",0,0,"1988",1
"978","32000",0,0,"1989",1
"979","32000",0,0,"1990",1
"980","32000",0,0,"1991",1
"981","32000",0,0,"1992",1
"982","32000",100,0,"1993",1
"983","32000",0,0,"1994",1
"984","32000",0,0,"1995",1
"985","32000",0,0,"1996",1
"986","32000",0,0,"1997",1
"987","32000",0,0,"1998",1
"988","32000",0,0,"1999",1
"989","32000",100,0,"2000",1
"990","32000",0,0,"2001",1
"991","32000",0,0,"2002",1
"992","32000",0,0,"2003",1
"993","32000",0,0,"2004",1
"994","32000",0,0,"2005",1
"995","32000",0,0,"2006",1
"996","32000",0,0,"2007",1
"997","32000",0,0,"2008",1
"998","32000",0,0,"2009",1
"999","32000",0,0,"2010",1
"1000","32000",0,0,"2011",1
"1051","32600",0,0,"1987",1
"1052","32600",0,0,"1988",1
"1053","32600",0,0,"1989",1
"1054","32600",0,0,"1990",1
"1055","32600",0,0,"1991",1
"1056","32600",0,0,"1992",1
"1057","32600",0,0,"1993",1
"1058","32600",0,0,"1994",1
"1059","32600",0,0,"1995",1
"1060","32600",0,0,"1996",1
"1061","32600",0,0,"1997",1
"1062","32600",0,0,"1998",1
"1063","32600",0,0,"1999",1
"1064","32600",0,0,"2000",1
"1065","32600",0,0,"2001",1
"1066","32600",0,0,"2002",1
"1067","32600",0,0,"2003",1
"1068","32600",0,0,"2004",1
"1069","32600",0,0,"2005",1
"1070","32600",0,0,"2006",1
"1071","32600",0,0,"2007",1
"1072","32600",0,0,"2008",1
"1073","32600",0,0,"2009",1
"1074","32600",0,0,"2010",1
"1075","32600",0,0,"2011",1
"1151","33400",0,0,"1987",23
"1152","33400",0,0,"1988",23
"1153","33400",0,0,"1989",23
"1154","33400",0,1,"1990",23
"1155","33400",0,1,"1991",23
"1156","33400",0,1,"1992",23
"1157","33400",100,1,"1993",23
"1158","33400",0,1,"1994",23
"1159","33400",0,1,"1995",23
"1160","33400",0,1,"1996",23
"1161","33400",0,1,"1997",23
"1162","33400",0,1,"1998",23
"1163","33400",0,1,"1999",23
"1164","33400",0,1,"2000",23
"1165","33400",0,1,"2001",23
"1166","33400",0,1,"2002",23
"1167","33400",0,1,"2003",23
"1168","33400",0,1,"2004",23
"1169","33400",0,1,"2005",23
"1170","33400",0,1,"2006",23
"1171","33400",0,1,"2007",23
"1172","33400",0,1,"2008",23
"1173","33400",0,1,"2009",23
"1174","33400",0,1,"2010",23
"1175","33400",0,1,"2011",23
"1176","33600",0,0,"1987",15
"1177","33600",0,0,"1988",15
"1178","33600",0,0,"1989",15
"1179","33600",0,0,"1990",15
"1180","33600",0,0,"1991",15
"1181","33600",0,0,"1992",15
"1182","33600",100,0,"1993",15
"1183","33600",0,0,"1994",15
"1184","33600",0,0,"1995",15
"1185","33600",0,0,"1996",15
"1186","33600",0,0,"1997",15
"1187","33600",0,1,"1998",15
"1188","33600",0,1,"1999",15
"1189","33600",0,1,"2000",15
"1190","33600",0,1,"2001",15
"1191","33600",0,1,"2002",15
"1192","33600",0,1,"2003",15
"1193","33600",0,1,"2004",15
"1194","33600",0,1,"2005",15
"1195","33600",0,1,"2006",15
"1196","33600",0,1,"2007",15
"1197","33600",0,1,"2008",15
"1198","33600",0,1,"2009",15
"1199","33600",0,1,"2010",15
"1200","33600",0,1,"2011",15
"1276","34400",0,0,"1987",11
"1277","34400",0,0,"1988",11
"1278","34400",0,0,"1989",11
"1279","34400",0,0,"1990",11
"1280","34400",0,0,"1991",11
"1281","34400",0,0,"1992",11
"1282","34400",100,0,"1993",11
"1283","34400",0,0,"1994",11
"1284","34400",0,0,"1995",11
"1285","34400",0,0,"1996",11
"1286","34400",0,0,"1997",11
"1287","34400",0,0,"1998",11
"1288","34400",0,0,"1999",11
"1289","34400",0,0,"2000",11
"1290","34400",0,0,"2001",11
"1291","34400",0,1,"2002",11
"1292","34400",0,1,"2003",11
"1293","34400",0,1,"2004",11
"1294","34400",0,1,"2005",11
"1295","34400",0,1,"2006",11
"1296","34400",0,1,"2007",11
"1297","34400",0,1,"2008",11
"1298","34400",0,1,"2009",11
"1299","34400",0,1,"2010",11
"1300","34400",0,1,"2011",11
"1301","34600",0,0,"1987",23
"1302","34600",0,0,"1988",23
"1303","34600",0,0,"1989",23
"1304","34600",0,1,"1990",23
"1305","34600",0,1,"1991",23
"1306","34600",0,1,"1992",23
"1307","34600",0,1,"1993",23
"1308","34600",0,1,"1994",23
"1309","34600",0,1,"1995",23
"1310","34600",0,1,"1996",23
"1311","34600",0,1,"1997",23
"1312","34600",0,1,"1998",23
"1313","34600",0,1,"1999",23
"1314","34600",0,1,"2000",23
"1315","34600",0,1,"2001",23
"1316","34600",0,1,"2002",23
"1317","34600",0,1,"2003",23
"1318","34600",0,1,"2004",23
"1319","34600",0,1,"2005",23
"1320","34600",0,1,"2006",23
"1321","34600",0,1,"2007",23
"1322","34600",0,1,"2008",23
"1323","34600",0,1,"2009",23
"1324","34600",0,1,"2010",23
"1325","34600",0,1,"2011",23
"1351","35000",0,0,"1987",6
"1352","35000",0,0,"1988",6
"1353","35000",0,0,"1989",6
"1354","35000",0,0,"1990",6
"1355","35000",0,0,"1991",6
"1356","35000",0,0,"1992",6
"1357","35000",100,0,"1993",6
"1358","35000",0,0,"1994",6
"1359","35000",0,0,"1995",6
"1360","35000",0,0,"1996",6
"1361","35000",0,0,"1997",6
"1362","35000",0,0,"1998",6
"1363","35000",0,0,"1999",6
"1364","35000",0,0,"2000",6
"1365","35000",0,0,"2001",6
"1366","35000",0,0,"2002",6
"1367","35000",0,0,"2003",6
"1368","35000",0,0,"2004",6
"1369","35000",0,0,"2005",6
"1370","35000",0,0,"2006",6
"1371","35000",0,1,"2007",6
"1372","35000",0,1,"2008",6
"1373","35000",0,1,"2009",6
"1374","35000",0,1,"2010",6
"1375","35000",0,1,"2011",6
"1451","42600",0,0,"1987",9
"1452","42600",0,0,"1988",9
"1453","42600",0,0,"1989",9
"1454","42600",0,0,"1990",9
"1455","42600",0,0,"1991",9
"1456","42600",100,0,"1992",9
"1457","42600",0,0,"1993",9
"1458","42600",0,0,"1994",9
"1459","42600",0,0,"1995",9
"1460","42600",0,0,"1996",9
"1461","42600",100,0,"1997",9
"1462","42600",0,0,"1998",9
"1463","42600",0,0,"1999",9
"1464","42600",100,0,"2000",9
"1465","42600",0,0,"2001",9
"1466","42600",0,0,"2002",9
"1467","42600",0,0,"2003",9
"1468","42600",0,1,"2004",9
"1469","42600",0,1,"2005",9
"1470","42600",0,1,"2006",9
"1471","42600",0,1,"2007",9
"1472","42600",0,1,"2008",9
"1473","42600",0,1,"2009",9
"1474","42600",0,1,"2010",9
"1475","42600",0,1,"2011",9
"1526","43200",0,0,"1987",21
"1527","43200",0,0,"1988",21
"1528","43200",0,0,"1989",21
"1529","43200",0,0,"1990",21
"1530","43200",0,0,"1991",21
"1531","43200",0,1,"1992",21
"1532","43200",100,1,"1993",21
"1533","43200",0,1,"1994",21
"1534","43200",0,1,"1995",21
"1535","43200",0,1,"1996",21
"1536","43200",0,1,"1997",21
"1537","43200",0,1,"1998",21
"1538","43200",0,1,"1999",21
"1539","43200",0,1,"2000",21
"1540","43200",0,1,"2001",21
"1541","43200",100,1,"2002",21
"1542","43200",0,1,"2003",21
"1543","43200",0,1,"2004",21
"1544","43200",0,1,"2005",21
"1545","43200",0,1,"2006",21
"1546","43200",0,1,"2007",21
"1547","43200",0,1,"2008",21
"1548","43200",0,1,"2009",21
"1549","43200",0,1,"2010",21
"1550","43200",0,1,"2011",21
"1551","43600",0,0,"1987",19
"1552","43600",0,0,"1988",19
"1553","43600",0,0,"1989",19
"1554","43600",100,0,"1990",19
"1555","43600",0,0,"1991",19
"1556","43600",0,0,"1992",19
"1557","43600",0,0,"1993",19
"1558","43600",0,1,"1994",19
"1559","43600",0,1,"1995",19
"1560","43600",100,1,"1996",19
"1561","43600",0,1,"1997",19
"1562","43600",0,1,"1998",19
"1563","43600",0,1,"1999",19
"1564","43600",100,1,"2000",19
"1565","43600",0,1,"2001",19
"1566","43600",0,1,"2002",19
"1567","43600",0,1,"2003",19
"1568","43600",0,1,"2004",19
"1569","43600",100,1,"2005",19
"1570","43600",100,1,"2006",19
"1571","43600",100,1,"2007",19
"1572","43600",100,1,"2008",19
"1573","43600",100,1,"2009",19
"1574","43600",100,1,"2010",19
"1575","43600",100,1,"2011",19
"1576","43800",0,0,"1987",14
"1577","43800",0,0,"1988",14
"1578","43800",0,0,"1989",14
"1579","43800",0,0,"1990",14
"1580","43800",0,0,"1991",14
"1581","43800",0,0,"1992",14
"1582","43800",0,0,"1993",14
"1583","43800",100,0,"1994",14
