"","swis_code","reassessed","appointed","year","cohort"
"13025","307000",0,1,"2011",17
"13026","312000",0,0,"1987",15
"13027","312000",0,0,"1988",15
"13028","312000",0,0,"1989",15
"13029","312000",0,0,"1990",15
"13030","312000",0,0,"1991",15
"13031","312000",0,0,"1992",15
"13032","312000",0,0,"1993",15
"13033","312000",100,0,"1994",15
"13034","312000",0,0,"1995",15
"13035","312000",0,0,"1996",15
"13036","312000",0,0,"1997",15
"13037","312000",0,1,"1998",15
"13038","312000",0,1,"1999",15
"13039","312000",0,1,"2000",15
"13040","312000",0,1,"2001",15
"13041","312000",0,1,"2002",15
"13042","312000",0,1,"2003",15
"13043","312000",0,1,"2004",15
"13044","312000",0,1,"2005",15
"13045","312000",100,1,"2006",15
"13046","312000",100,1,"2007",15
"13047","312000",100,1,"2008",15
"13048","312000",100,1,"2009",15
"13049","312000",100,1,"2010",15
"13050","312000",100,1,"2011",15
"13151","313000",0,0,"1987",23
"13152","313000",0,0,"1988",23
"13153","313000",0,0,"1989",23
"13154","313000",0,1,"1990",23
"13155","313000",0,1,"1991",23
"13156","313000",100,1,"1992",23
"13157","313000",0,1,"1993",23
"13158","313000",0,1,"1994",23
"13159","313000",0,1,"1995",23
"13160","313000",100,1,"1996",23
"13161","313000",0,1,"1997",23
"13162","313000",0,1,"1998",23
"13163","313000",0,1,"1999",23
"13164","313000",0,1,"2000",23
"13165","313000",0,1,"2001",23
"13166","313000",100,1,"2002",23
"13167","313000",0,1,"2003",23
"13168","313000",0,1,"2004",23
"13169","313000",100,1,"2005",23
"13170","313000",0,1,"2006",23
"13171","313000",0,1,"2007",23
"13172","313000",0,1,"2008",23
"13173","313000",0,1,"2009",23
"13174","313000",0,1,"2010",23
"13175","313000",0,1,"2011",23
"13201","313400",0,0,"1987",1
"13202","313400",0,0,"1988",1
"13203","313400",0,0,"1989",1
"13204","313400",0,0,"1990",1
"13205","313400",0,0,"1991",1
"13206","313400",0,0,"1992",1
"13207","313400",100,0,"1993",1
"13208","313400",0,0,"1994",1
"13209","313400",0,0,"1995",1
"13210","313400",0,0,"1996",1
"13211","313400",0,0,"1997",1
"13212","313400",0,0,"1998",1
"13213","313400",100,0,"1999",1
"13214","313400",0,0,"2000",1
"13215","313400",0,0,"2001",1
"13216","313400",0,0,"2002",1
"13217","313400",100,0,"2003",1
"13218","313400",0,0,"2004",1
"13219","313400",0,0,"2005",1
"13220","313400",100,0,"2006",1
"13221","313400",0,0,"2007",1
"13222","313400",0,0,"2008",1
"13223","313400",0,0,"2009",1
"13224","313400",0,0,"2010",1
"13225","313400",0,0,"2011",1
"13326","314400",0,0,"1987",1
"13327","314400",0,0,"1988",1
"13328","314400",0,0,"1989",1
"13329","314400",0,0,"1990",1
"13330","314400",0,0,"1991",1
"13331","314400",0,0,"1992",1
"13332","314400",0,0,"1993",1
"13333","314400",0,0,"1994",1
"13334","314400",0,0,"1995",1
"13335","314400",0,0,"1996",1
"13336","314400",0,0,"1997",1
"13337","314400",0,0,"1998",1
"13338","314400",0,0,"1999",1
"13339","314400",0,0,"2000",1
"13340","314400",0,0,"2001",1
"13341","314400",0,0,"2002",1
"13342","314400",0,0,"2003",1
"13343","314400",0,0,"2004",1
"13344","314400",0,0,"2005",1
"13345","314400",0,0,"2006",1
"13346","314400",0,0,"2007",1
"13347","314400",0,0,"2008",1
"13348","314400",0,0,"2009",1
"13349","314400",0,0,"2010",1
"13350","314400",0,0,"2011",1
"13401","315000",0,0,"1987",5
"13402","315000",0,0,"1988",5
"13403","315000",0,0,"1989",5
"13404","315000",0,0,"1990",5
"13405","315000",0,0,"1991",5
"13406","315000",100,0,"1992",5
"13407","315000",0,0,"1993",5
"13408","315000",0,0,"1994",5
"13409","315000",0,0,"1995",5
"13410","315000",0,0,"1996",5
"13411","315000",0,0,"1997",5
"13412","315000",100,0,"1998",5
"13413","315000",0,0,"1999",5
"13414","315000",0,0,"2000",5
"13415","315000",0,0,"2001",5
"13416","315000",100,0,"2002",5
"13417","315000",0,0,"2003",5
"13418","315000",0,0,"2004",5
"13419","315000",0,0,"2005",5
"13420","315000",100,0,"2006",5
"13421","315000",0,0,"2007",5
"13422","315000",0,1,"2008",5
"13423","315000",100,1,"2009",5
"13424","315000",100,1,"2010",5
"13425","315000",100,1,"2011",5
"13426","315200",0,0,"1987",15
"13427","315200",0,0,"1988",15
"13428","315200",0,0,"1989",15
"13429","315200",0,0,"1990",15
"13430","315200",0,0,"1991",15
"13431","315200",0,0,"1992",15
"13432","315200",0,0,"1993",15
"13433","315200",0,0,"1994",15
"13434","315200",0,0,"1995",15
"13435","315200",0,0,"1996",15
"13436","315200",100,0,"1997",15
"13437","315200",0,1,"1998",15
"13438","315200",0,1,"1999",15
"13439","315200",0,1,"2000",15
"13440","315200",0,1,"2001",15
"13441","315200",0,1,"2002",15
"13442","315200",100,1,"2003",15
"13443","315200",0,1,"2004",15
"13444","315200",0,1,"2005",15
"13445","315200",0,1,"2006",15
"13446","315200",0,1,"2007",15
"13447","315200",0,1,"2008",15
"13448","315200",100,1,"2009",15
"13449","315200",0,1,"2010",15
"13450","315200",0,1,"2011",15
"13451","315400",0,0,"1987",23
"13452","315400",0,0,"1988",23
"13453","315400",0,0,"1989",23
"13454","315400",0,1,"1990",23
"13455","315400",0,1,"1991",23
"13456","315400",0,1,"1992",23
"13457","315400",0,1,"1993",23
"13458","315400",0,1,"1994",23
"13459","315400",0,1,"1995",23
"13460","315400",0,1,"1996",23
"13461","315400",0,1,"1997",23
"13462","315400",100,1,"1998",23
"13463","315400",0,1,"1999",23
"13464","315400",0,1,"2000",23
"13465","315400",0,1,"2001",23
"13466","315400",0,1,"2002",23
"13467","315400",0,1,"2003",23
"13468","315400",100,1,"2004",23
"13469","315400",0,1,"2005",23
"13470","315400",0,1,"2006",23
"13471","315400",0,1,"2007",23
"13472","315400",100,1,"2008",23
"13473","315400",0,1,"2009",23
"13474","315400",0,1,"2010",23
"13475","315400",0,1,"2011",23
"13501","322000",0,0,"1987",18
"13502","322000",0,0,"1988",18
"13503","322000",0,0,"1989",18
"13504","322000",0,0,"1990",18
"13505","322000",0,0,"1991",18
"13506","322000",0,0,"1992",18
"13507","322000",0,0,"1993",18
"13508","322000",0,0,"1994",18
"13509","322000",0,1,"1995",18
"13510","322000",100,1,"1996",18
"13511","322000",0,1,"1997",18
"13512","322000",0,1,"1998",18
"13513","322000",100,1,"1999",18
"13514","322000",0,1,"2000",18
"13515","322000",0,1,"2001",18
"13516","322000",100,1,"2002",18
"13517","322000",0,1,"2003",18
"13518","322000",0,1,"2004",18
"13519","322000",100,1,"2005",18
"13520","322000",0,1,"2006",18
"13521","322000",0,1,"2007",18
"13522","322000",100,1,"2008",18
"13523","322000",0,1,"2009",18
"13524","322000",0,1,"2010",18
"13525","322000",100,1,"2011",18
"13526","322200",0,0,"1987",16
"13527","322200",0,0,"1988",16
"13528","322200",0,0,"1989",16
"13529","322200",0,0,"1990",16
"13530","322200",0,0,"1991",16
"13531","322200",0,0,"1992",16
"13532","322200",0,0,"1993",16
"13533","322200",0,0,"1994",16
"13534","322200",0,0,"1995",16
"13535","322200",0,0,"1996",16
"13536","322200",0,1,"1997",16
"13537","322200",0,1,"1998",16
"13538","322200",100,1,"1999",16
"13539","322200",0,1,"2000",16
"13540","322200",0,1,"2001",16
"13541","322200",0,1,"2002",16
"13542","322200",100,1,"2003",16
"13543","322200",0,1,"2004",16
"13544","322200",0,1,"2005",16
"13545","322200",100,1,"2006",16
"13546","322200",0,1,"2007",16
"13547","322200",0,1,"2008",16
"13548","322200",100,1,"2009",16
"13549","322200",0,1,"2010",16
"13550","322200",0,1,"2011",16
"13551","322400",0,0,"1987",21
"13552","322400",0,0,"1988",21
"13553","322400",0,0,"1989",21
"13554","322400",0,0,"1990",21
"13555","322400",0,0,"1991",21
"13556","322400",0,1,"1992",21
"13557","322400",0,1,"1993",21
"13558","322400",0,1,"1994",21
"13559","322400",100,1,"1995",21
"13560","322400",0,1,"1996",21
"13561","322400",0,1,"1997",21
"13562","322400",100,1,"1998",21
"13563","322400",0,1,"1999",21
"13564","322400",0,1,"2000",21
"13565","322400",0,1,"2001",21
"13566","322400",100,1,"2002",21
"13567","322400",0,1,"2003",21
"13568","322400",0,1,"2004",21
"13569","322400",100,1,"2005",21
"13570","322400",100,1,"2006",21
"13571","322400",100,1,"2007",21
"13572","322400",100,1,"2008",21
"13573","322400",100,1,"2009",21
"13574","322400",100,1,"2010",21
"13575","322400",0,1,"2011",21
"13576","322600",0,0,"1987",11
"13577","322600",0,0,"1988",11
"13578","322600",0,0,"1989",11
"13579","322600",0,0,"1990",11
"13580","322600",0,0,"1991",11
"13581","322600",0,0,"1992",11
"13582","322600",0,0,"1993",11
"13583","322600",0,0,"1994",11
"13584","322600",0,0,"1995",11
"13585","322600",0,0,"1996",11
"13586","322600",100,0,"1997",11
"13587","322600",0,0,"1998",11
"13588","322600",0,0,"1999",11
"13589","322600",100,0,"2000",11
"13590","322600",0,0,"2001",11
"13591","322600",0,1,"2002",11
"13592","322600",100,1,"2003",11
"13593","322600",0,1,"2004",11
"13594","322600",0,1,"2005",11
"13595","322600",100,1,"2006",11
"13596","322600",100,1,"2007",11
"13597","322600",100,1,"2008",11
"13598","322600",100,1,"2009",11
"13599","322600",100,1,"2010",11
"13600","322600",100,1,"2011",11
"13601","322800",0,0,"1987",18
"13602","322800",0,0,"1988",18
"13603","322800",0,0,"1989",18
"13604","322800",0,0,"1990",18
"13605","322800",0,0,"1991",18
"13606","322800",0,0,"1992",18
"13607","322800",0,0,"1993",18
"13608","322800",0,0,"1994",18
"13609","322800",0,1,"1995",18
"13610","322800",100,1,"1996",18
"13611","322800",0,1,"1997",18
"13612","322800",0,1,"1998",18
"13613","322800",100,1,"1999",18
"13614","322800",100,1,"2000",18
"13615","322800",100,1,"2001",18
"13616","322800",100,1,"2002",18
"13617","322800",100,1,"2003",18
"13618","322800",100,1,"2004",18
"13619","322800",100,1,"2005",18
"13620","322800",100,1,"2006",18
"13621","322800",100,1,"2007",18
"13622","322800",100,1,"2008",18
"13623","322800",100,1,"2009",18
"13624","322800",100,1,"2010",18
"13625","322800",100,1,"2011",18
"13626","323000",0,0,"1987",18
"13627","323000",0,0,"1988",18
"13628","323000",0,0,"1989",18
"13629","323000",0,0,"1990",18
"13630","323000",100,0,"1991",18
"13631","323000",0,0,"1992",18
"13632","323000",0,0,"1993",18
"13633","323000",0,0,"1994",18
"13634","323000",0,1,"1995",18
"13635","323000",0,1,"1996",18
"13636","323000",100,1,"1997",18
"13637","323000",0,1,"1998",18
"13638","323000",0,1,"1999",18
"13639","323000",100,1,"2000",18
"13640","323000",0,1,"2001",18
"13641","323000",100,1,"2002",18
"13642","323000",100,1,"2003",18
"13643","323000",100,1,"2004",18
"13644","323000",0,1,"2005",18
"13645","323000",0,1,"2006",18
"13646","323000",100,1,"2007",18
"13647","323000",0,1,"2008",18
"13648","323000",0,1,"2009",18
"13649","323000",0,1,"2010",18
"13650","323000",0,1,"2011",18
"13651","323200",0,0,"1987",20
"13652","323200",0,0,"1988",20
"13653","323200",0,0,"1989",20
"13654","323200",0,0,"1990",20
"13655","323200",0,0,"1991",20
"13656","323200",0,0,"1992",20
"13657","323200",0,1,"1993",20
"13658","323200",0,1,"1994",20
"13659","323200",0,1,"1995",20
"13660","323200",0,1,"1996",20
"13661","323200",100,1,"1997",20
"13662","323200",0,1,"1998",20
"13663","323200",0,1,"1999",20
"13664","323200",100,1,"2000",20
"13665","323200",100,1,"2001",20
"13666","323200",100,1,"2002",20
"13667","323200",100,1,"2003",20
"13668","323200",100,1,"2004",20
"13669","323200",100,1,"2005",20
"13670","323200",100,1,"2006",20
"13671","323200",100,1,"2007",20
"13672","323200",100,1,"2008",20
"13673","323200",100,1,"2009",20
"13674","323200",100,1,"2010",20
"13675","323200",100,1,"2011",20
"13676","323400",0,0,"1987",18
"13677","323400",0,0,"1988",18
"13678","323400",0,0,"1989",18
"13679","323400",0,0,"1990",18
"13680","323400",0,0,"1991",18
"13681","323400",0,0,"1992",18
"13682","323400",0,0,"1993",18
"13683","323400",0,0,"1994",18
"13684","323400",100,1,"1995",18
"13685","323400",0,1,"1996",18
"13686","323400",0,1,"1997",18
"13687","323400",0,1,"1998",18
"13688","323400",100,1,"1999",18
"13689","323400",0,1,"2000",18
"13690","323400",0,1,"2001",18
"13691","323400",0,1,"2002",18
"13692","323400",100,1,"2003",18
"13693","323400",0,1,"2004",18
"13694","323400",0,1,"2005",18
"13695","323400",100,1,"2006",18
"13696","323400",0,1,"2007",18
"13697","323400",0,1,"2008",18
"13698","323400",100,1,"2009",18
"13699","323400",0,1,"2010",18
"13700","323400",0,1,"2011",18
"13726","323800",0,0,"1987",7
"13727","323800",0,0,"1988",7
"13728","323800",0,0,"1989",7
"13729","323800",0,0,"1990",7
"13730","323800",0,0,"1991",7
"13731","323800",0,0,"1992",7
"13732","323800",0,0,"1993",7
"13733","323800",0,0,"1994",7
"13734","323800",100,0,"1995",7
"13735","323800",0,0,"1996",7
"13736","323800",0,0,"1997",7
"13737","323800",100,0,"1998",7
"13738","323800",0,0,"1999",7
"13739","323800",0,0,"2000",7
"13740","323800",100,0,"2001",7
"13741","323800",0,0,"2002",7
"13742","323800",100,0,"2003",7
"13743","323800",100,0,"2004",7
"13744","323800",0,0,"2005",7
"13745","323800",100,1,"2006",7
"13746","323800",0,1,"2007",7
"13747","323800",0,1,"2008",7
"13748","323800",100,1,"2009",7
"13749","323800",0,1,"2010",7
"13750","323800",0,1,"2011",7
"13751","324000",0,0,"1987",12
"13752","324000",0,0,"1988",12
"13753","324000",0,0,"1989",12
"13754","324000",0,0,"1990",12
"13755","324000",0,0,"1991",12
"13756","324000",0,0,"1992",12
"13757","324000",0,0,"1993",12
"13758","324000",0,0,"1994",12
"13759","324000",100,0,"1995",12
"13760","324000",0,0,"1996",12
"13761","324000",0,0,"1997",12
"13762","324000",100,0,"1998",12
"13763","324000",0,0,"1999",12
"13764","324000",0,0,"2000",12
"13765","324000",100,1,"2001",12
"13766","324000",0,1,"2002",12
"13767","324000",100,1,"2003",12
"13768","324000",100,1,"2004",12
"13769","324000",100,1,"2005",12
"13770","324000",100,1,"2006",12
"13771","324000",100,1,"2007",12
"13772","324000",100,1,"2008",12
"13773","324000",100,1,"2009",12
"13774","324000",100,1,"2010",12
"13775","324000",100,1,"2011",12
"13776","324200",0,0,"1987",17
"13777","324200",0,0,"1988",17
"13778","324200",0,0,"1989",17
"13779","324200",0,0,"1990",17
"13780","324200",0,0,"1991",17
"13781","324200",0,0,"1992",17
"13782","324200",0,0,"1993",17
"13783","324200",0,0,"1994",17
"13784","324200",0,0,"1995",17
"13785","324200",0,1,"1996",17
"13786","324200",100,1,"1997",17
"13787","324200",0,1,"1998",17
"13788","324200",0,1,"1999",17
"13789","324200",0,1,"2000",17
"13790","324200",0,1,"2001",17
"13791","324200",0,1,"2002",17
"13792","324200",100,1,"2003",17
"13793","324200",0,1,"2004",17
"13794","324200",0,1,"2005",17
"13795","324200",0,1,"2006",17
"13796","324200",100,1,"2007",17
"13797","324200",0,1,"2008",17
"13798","324200",100,1,"2009",17
"13799","324200",100,1,"2010",17
"13800","324200",100,1,"2011",17
"13801","324400",0,0,"1987",18
"13802","324400",0,0,"1988",18
"13803","324400",0,0,"1989",18
"13804","324400",0,0,"1990",18
"13805","324400",0,0,"1991",18
"13806","324400",0,0,"1992",18
"13807","324400",0,0,"1993",18
"13808","324400",0,0,"1994",18
"13809","324400",0,1,"1995",18
"13810","324400",0,1,"1996",18
"13811","324400",0,1,"1997",18
"13812","324400",0,1,"1998",18
"13813","324400",100,1,"1999",18
"13814","324400",100,1,"2000",18
"13815","324400",100,1,"2001",18
"13816","324400",100,1,"2002",18
"13817","324400",100,1,"2003",18
"13818","324400",100,1,"2004",18
"13819","324400",100,1,"2005",18
"13820","324400",100,1,"2006",18
"13821","324400",100,1,"2007",18
"13822","324400",100,1,"2008",18
"13823","324400",100,1,"2009",18
"13824","324400",100,1,"2010",18
"13825","324400",100,1,"2011",18
"13826","324600",0,0,"1987",18
"13827","324600",0,0,"1988",18
"13828","324600",0,0,"1989",18
"13829","324600",0,0,"1990",18
"13830","324600",0,0,"1991",18
"13831","324600",0,0,"1992",18
"13832","324600",0,0,"1993",18
"13833","324600",0,0,"1994",18
"13834","324600",0,1,"1995",18
"13835","324600",0,1,"1996",18
"13836","324600",100,1,"1997",18
"13837","324600",0,1,"1998",18
"13838","324600",0,1,"1999",18
"13839","324600",0,1,"2000",18
"13840","324600",0,1,"2001",18
"13841","324600",0,1,"2002",18
"13842","324600",0,1,"2003",18
"13843","324600",0,1,"2004",18
"13844","324600",100,1,"2005",18
"13845","324600",0,1,"2006",18
"13846","324600",0,1,"2007",18
"13847","324600",100,1,"2008",18
"13848","324600",0,1,"2009",18
"13849","324600",0,1,"2010",18
"13850","324600",100,1,"2011",18
"13851","324800",0,0,"1987",16
"13852","324800",0,0,"1988",16
"13853","324800",0,0,"1989",16
"13854","324800",0,0,"1990",16
"13855","324800",0,0,"1991",16
"13856","324800",0,0,"1992",16
"13857","324800",0,0,"1993",16
"13858","324800",0,0,"1994",16
"13859","324800",0,0,"1995",16
"13860","324800",100,0,"1996",16
"13861","324800",0,1,"1997",16
"13862","324800",0,1,"1998",16
"13863","324800",100,1,"1999",16
"13864","324800",100,1,"2000",16
"13865","324800",100,1,"2001",16
"13866","324800",100,1,"2002",16
"13867","324800",100,1,"2003",16
"13868","324800",100,1,"2004",16
"13869","324800",100,1,"2005",16
"13870","324800",100,1,"2006",16
"13871","324800",100,1,"2007",16
"13872","324800",100,1,"2008",16
"13873","324800",100,1,"2009",16
"13874","324800",100,1,"2010",16
"13875","324800",0,1,"2011",16
"13876","325000",0,0,"1987",3
"13877","325000",0,0,"1988",3
"13878","325000",0,0,"1989",3
"13879","325000",0,0,"1990",3
"13880","325000",0,0,"1991",3
"13881","325000",0,0,"1992",3
"13882","325000",0,0,"1993",3
"13883","325000",0,0,"1994",3
"13884","325000",0,0,"1995",3
"13885","325000",0,0,"1996",3
"13886","325000",100,0,"1997",3
"13887","325000",0,0,"1998",3
"13888","325000",0,0,"1999",3
"13889","325000",100,0,"2000",3
"13890","325000",0,0,"2001",3
"13891","325000",0,0,"2002",3
"13892","325000",100,0,"2003",3
"13893","325000",0,0,"2004",3
"13894","325000",0,0,"2005",3
"13895","325000",100,0,"2006",3
"13896","325000",0,0,"2007",3
"13897","325000",0,0,"2008",3
"13898","325000",100,0,"2009",3
"13899","325000",0,1,"2010",3
"13900","325000",0,1,"2011",3
"13976","332600",0,0,"1987",1
"13977","332600",0,0,"1988",1
"13978","332600",0,0,"1989",1
"13979","332600",0,0,"1990",1
"13980","332600",0,0,"1991",1
"13981","332600",0,0,"1992",1
"13982","332600",0,0,"1993",1
"13983","332600",0,0,"1994",1
"13984","332600",0,0,"1995",1
"13985","332600",0,0,"1996",1
"13986","332600",0,0,"1997",1
"13987","332600",0,0,"1998",1
"13988","332600",0,0,"1999",1
"13989","332600",0,0,"2000",1
"13990","332600",0,0,"2001",1
"13991","332600",0,0,"2002",1
"13992","332600",0,0,"2003",1
"13993","332600",0,0,"2004",1
"13994","332600",0,0,"2005",1
"13995","332600",0,0,"2006",1
"13996","332600",0,0,"2007",1
"13997","332600",0,0,"2008",1
"13998","332600",0,0,"2009",1
"13999","332600",0,0,"2010",1
"14000","332600",0,0,"2011",1
"14201","334400",0,0,"1987",23
"14202","334400",0,0,"1988",23
"14203","334400",100,0,"1989",23
"14204","334400",0,1,"1990",23
"14205","334400",0,1,"1991",23
"14206","334400",0,1,"1992",23
"14207","334400",0,1,"1993",23
"14208","334400",0,1,"1994",23
"14209","334400",0,1,"1995",23
"14210","334400",0,1,"1996",23
"14211","334400",0,1,"1997",23
"14212","334400",100,1,"1998",23
"14213","334400",0,1,"1999",23
"14214","334400",0,1,"2000",23
"14215","334400",0,1,"2001",23
"14216","334400",0,1,"2002",23
"14217","334400",0,1,"2003",23
"14218","334400",0,1,"2004",23
"14219","334400",0,1,"2005",23
"14220","334400",0,1,"2006",23
"14221","334400",0,1,"2007",23
"14222","334400",0,1,"2008",23
"14223","334400",0,1,"2009",23
"14224","334400",0,1,"2010",23
"14225","334400",0,1,"2011",23
"14351","335600",0,0,"1987",14
"14352","335600",0,0,"1988",14
"14353","335600",0,0,"1989",14
"14354","335600",0,0,"1990",14
"14355","335600",0,0,"1991",14
"14356","335600",0,0,"1992",14
"14357","335600",0,0,"1993",14
"14358","335600",0,0,"1994",14
"14359","335600",0,0,"1995",14
"14360","335600",0,0,"1996",14
"14361","335600",0,0,"1997",14
"14362","335600",0,0,"1998",14
"14363","335600",0,1,"1999",14
"14364","335600",0,1,"2000",14
"14365","335600",100,1,"2001",14
"14366","335600",100,1,"2002",14
"14367","335600",0,1,"2003",14
"14368","335600",0,1,"2004",14
"14369","335600",0,1,"2005",14
"14370","335600",0,1,"2006",14
"14371","335600",0,1,"2007",14
"14372","335600",0,1,"2008",14
"14373","335600",0,1,"2009",14
"14374","335600",0,1,"2010",14
"14375","335600",0,1,"2011",14
"14451","342400",0,0,"1987",23
"14452","342400",0,0,"1988",23
"14453","342400",100,0,"1989",23
"14454","342400",0,1,"1990",23
"14455","342400",0,1,"1991",23
"14456","342400",100,1,"1992",23
"14457","342400",0,1,"1993",23
"14458","342400",0,1,"1994",23
"14459","342400",0,1,"1995",23
"14460","342400",0,1,"1996",23
"14461","342400",100,1,"1997",23
"14462","342400",0,1,"1998",23
"14463","342400",0,1,"1999",23
"14464","342400",0,1,"2000",23
"14465","342400",100,1,"2001",23
"14466","342400",0,1,"2002",23
"14467","342400",0,1,"2003",23
"14468","342400",100,1,"2004",23
"14469","342400",0,1,"2005",23
"14470","342400",0,1,"2006",23
"14471","342400",100,1,"2007",23
"14472","342400",0,1,"2008",23
"14473","342400",0,1,"2009",23
"14474","342400",100,1,"2010",23
"14475","342400",0,1,"2011",23
"14501","342800",0,0,"1987",14
"14502","342800",100,0,"1988",14
"14503","342800",0,0,"1989",14
"14504","342800",0,0,"1990",14
"14505","342800",0,0,"1991",14
"14506","342800",0,0,"1992",14
"14507","342800",0,0,"1993",14
"14508","342800",0,0,"1994",14
"14509","342800",0,0,"1995",14
"14510","342800",0,0,"1996",14
"14511","342800",100,0,"1997",14
"14512","342800",0,0,"1998",14
"14513","342800",0,1,"1999",14
"14514","342800",0,1,"2000",14
"14515","342800",100,1,"2001",14
"14516","342800",0,1,"2002",14
"14517","342800",0,1,"2003",14
"14518","342800",100,1,"2004",14
"14519","342800",0,1,"2005",14
"14520","342800",0,1,"2006",14
"14521","342800",100,1,"2007",14
"14522","342800",0,1,"2008",14
"14523","342800",0,1,"2009",14
"14524","342800",100,1,"2010",14
"14525","342800",0,1,"2011",14
"14551","343200",0,0,"1987",5
"14552","343200",0,0,"1988",5
"14553","343200",100,0,"1989",5
"14554","343200",0,0,"1990",5
"14555","343200",0,0,"1991",5
"14556","343200",100,0,"1992",5
"14557","343200",0,0,"1993",5
"14558","343200",0,0,"1994",5
"14559","343200",0,0,"1995",5
"14560","343200",0,0,"1996",5
"14561","343200",100,0,"1997",5
"14562","343200",0,0,"1998",5
"14563","343200",0,0,"1999",5
"14564","343200",0,0,"2000",5
"14565","343200",100,0,"2001",5
"14566","343200",0,0,"2002",5
"14567","343200",0,0,"2003",5
"14568","343200",100,0,"2004",5
"14569","343200",0,0,"2005",5
"14570","343200",0,0,"2006",5
"14571","343200",100,0,"2007",5
"14572","343200",0,1,"2008",5
"14573","343200",0,1,"2009",5
"14574","343200",100,1,"2010",5
"14575","343200",0,1,"2011",5
"14626","343800",0,0,"1987",18
"14627","343800",100,0,"1988",18
"14628","343800",0,0,"1989",18
"14629","343800",0,0,"1990",18
"14630","343800",0,0,"1991",18
"14631","343800",100,0,"1992",18
"14632","343800",0,0,"1993",18
"14633","343800",0,0,"1994",18
"14634","343800",0,1,"1995",18
"14635","343800",0,1,"1996",18
"14636","343800",100,1,"1997",18
"14637","343800",0,1,"1998",18
"14638","343800",0,1,"1999",18
"14639","343800",0,1,"2000",18
"14640","343800",100,1,"2001",18
"14641","343800",0,1,"2002",18
"14642","343800",0,1,"2003",18
"14643","343800",100,1,"2004",18
"14644","343800",0,1,"2005",18
"14645","343800",0,1,"2006",18
"14646","343800",100,1,"2007",18
"14647","343800",0,1,"2008",18
"14648","343800",0,1,"2009",18
"14649","343800",100,1,"2010",18
"14650","343800",0,1,"2011",18
"14651","352000",0,0,"1987",23
"14652","352000",0,0,"1988",23
"14653","352000",0,0,"1989",23
"14654","352000",0,1,"1990",23
"14655","352000",0,1,"1991",23
"14656","352000",0,1,"1992",23
"14657","352000",0,1,"1993",23
"14658","352000",0,1,"1994",23
"14659","352000",0,1,"1995",23
"14660","352000",0,1,"1996",23
"14661","352000",0,1,"1997",23
"14662","352000",100,1,"1998",23
"14663","352000",0,1,"1999",23
"14664","352000",100,1,"2000",23
"14665","352000",100,1,"2001",23
"14666","352000",100,1,"2002",23
"14667","352000",100,1,"2003",23
"14668","352000",100,1,"2004",23
"14669","352000",100,1,"2005",23
"14670","352000",100,1,"2006",23
"14671","352000",100,1,"2007",23
"14672","352000",100,1,"2008",23
"14673","352000",100,1,"2009",23
"14674","352000",100,1,"2010",23
"14675","352000",100,1,"2011",23
"14676","352200",0,0,"1987",1
"14677","352200",0,0,"1988",1
"14678","352200",0,0,"1989",1
"14679","352200",0,0,"1990",1
"14680","352200",0,0,"1991",1
"14681","352200",0,0,"1992",1
"14682","352200",0,0,"1993",1
"14683","352200",0,0,"1994",1
"14684","352200",0,0,"1995",1
"14685","352200",0,0,"1996",1
"14686","352200",100,0,"1997",1
"14687","352200",0,0,"1998",1
"14688","352200",0,0,"1999",1
"14689","352200",0,0,"2000",1
"14690","352200",0,0,"2001",1
"14691","352200",0,0,"2002",1
"14692","352200",0,0,"2003",1
"14693","352200",0,0,"2004",1
"14694","352200",0,0,"2005",1
"14695","352200",0,0,"2006",1
"14696","352200",100,0,"2007",1
"14697","352200",100,0,"2008",1
"14698","352200",100,0,"2009",1
"14699","352200",100,0,"2010",1
"14700","352200",0,0,"2011",1
"14701","352400",0,0,"1987",13
"14702","352400",0,0,"1988",13
"14703","352400",0,0,"1989",13
"14704","352400",0,0,"1990",13
"14705","352400",0,0,"1991",13
"14706","352400",0,0,"1992",13
"14707","352400",0,0,"1993",13
"14708","352400",0,0,"1994",13
"14709","352400",0,0,"1995",13
"14710","352400",0,0,"1996",13
"14711","352400",0,0,"1997",13
"14712","352400",0,0,"1998",13
"14713","352400",100,0,"1999",13
"14714","352400",100,1,"2000",13
"14715","352400",100,1,"2001",13
"14716","352400",100,1,"2002",13
"14717","352400",100,1,"2003",13
"14718","352400",100,1,"2004",13
"14719","352400",100,1,"2005",13
"14720","352400",100,1,"2006",13
"14721","352400",100,1,"2007",13
"14722","352400",100,1,"2008",13
"14723","352400",100,1,"2009",13
"14724","352400",100,1,"2010",13
"14725","352400",100,1,"2011",13
"14751","352800",0,0,"1987",9
"14752","352800",0,0,"1988",9
"14753","352800",0,0,"1989",9
"14754","352800",100,0,"1990",9
"14755","352800",0,0,"1991",9
"14756","352800",0,0,"1992",9
"14757","352800",0,0,"1993",9
"14758","352800",0,0,"1994",9
"14759","352800",0,0,"1995",9
"14760","352800",0,0,"1996",9
"14761","352800",0,0,"1997",9
"14762","352800",0,0,"1998",9
"14763","352800",0,0,"1999",9
"14764","352800",0,0,"2000",9
"14765","352800",0,0,"2001",9
"14766","352800",0,0,"2002",9
"14767","352800",0,0,"2003",9
"14768","352800",0,1,"2004",9
"14769","352800",100,1,"2005",9
"14770","352800",100,1,"2006",9
"14771","352800",100,1,"2007",9
