"outcome","treatment","began_convo","age","gender","partyideology","pre_therm_voter_outparty_rescaled"
-0.827450556123717,1,TRUE,47,"Female",5,-0.655284875194807
-0.790014855155414,1,TRUE,61,"Male",4,-0.99335190783541
-0.340786443535772,1,TRUE,22,"Male",1,-0.730410882448275
0.632541781640119,1,TRUE,22,"Female",3,0.2462272118468
0.333056173893691,0,TRUE,42,"Female",4,0.509168237233935
-1.23924326677506,0,TRUE,39,"Male",1,-1.03091491146214
-0.340786443535772,0,TRUE,39,"Male",4,-0.655284875194807
-0.677707752250503,1,TRUE,72,"Male",4,-0.467469857061139
-0.116172237725951,0,TRUE,27,"Male",4,0.283790215473534
0.033570566147263,0,TRUE,39,"Female",2,0.171101204593333
-0.527964948377289,1,TRUE,60,"Female",2,-0.505032860687873
0.295620472925387,0,TRUE,18,"Male",3,0.471605233607202
-0.902321958060324,0,TRUE,43,"Male",4,-1.21872992959581
0.258184771957084,1,TRUE,21,"Male",3,0.283790215473534
-0.527964948377289,1,TRUE,26,"Male",2,-0.354780846180938
-0.116172237725951,0,TRUE,38,"Female",3,-0.279654838927471
1.19407729616467,1,TRUE,41,"Male",3,0.847235269874538
0.258184771957084,1,TRUE,22,"Male",2,0.471605233607202
-1.61360027645809,0,TRUE,25,"Female",1,-1.40654494772948
1.11920589422806,0,TRUE,44,"Female",4,0.696983255367604
-1.61360027645809,0,TRUE,35,"Male",1,-1.40654494772948
1.23151299713297,0,TRUE,55,"Female",3,1.29799131339534
0.0710062671155664,0,TRUE,38,"Male",4,-0.317217842554205
0.85715598744994,0,TRUE,58,"Female",2,0.208664208220066
-1.42642177161657,0,TRUE,25,"Female",1,-1.21872992959581
-1.27667896774336,0,TRUE,33,"Male",1,-1.06847791508888
-0.303350742567468,1,TRUE,31,"Female",2,-0.354780846180938
-0.265915041599165,1,TRUE,50,"Male",4,-0.0167138135403355
1.5309986048794,0,TRUE,30,"Male",2,0.696983255367604
-0.228479340630861,0,TRUE,58,"Male",4,1.33555431702208
0.445363276798601,1,TRUE,58,"Male",1,0.0584121937131317
1.75561281068922,0,TRUE,51,"Female",4,1.97412537867655
0.632541781640119,0,TRUE,43,"Female",3,0.0208491900863981
1.08177019325976,1,TRUE,52,"Female",2,0.696983255367604
1.00689879132315,1,TRUE,37,"Female",1,-0.655284875194807
-1.61360027645809,1,TRUE,37,"Male",1,-1.40654494772948
0.744848884545029,1,TRUE,44,"Male",3,0.922361277128005
-1.23924326677506,0,TRUE,57,"Female",4,-1.21872992959581
-0.116172237725951,1,TRUE,59,"Male",5,-0.279654838927471
1.4935629039111,1,TRUE,62,"Male",4,1.74874735691615
-1.23924326677506,1,TRUE,37,"Male",4,-1.03091491146214
-0.902321958060324,0,TRUE,29,"Female",2,-0.918225900581943
1.00689879132315,1,TRUE,36,"Male",5,0.0959751973398654
-0.864886257092021,1,TRUE,63,"Female",2,-1.40654494772948
0.258184771957084,0,TRUE,39,"Male",2,0.471605233607202
0.85715598744994,0,TRUE,54,"Female",4,0.847235269874538
0.258184771957084,0,TRUE,40,"Male",4,0.471605233607202
1.23151299713297,1,TRUE,62,"Female",2,-0.16696582804727
-0.902321958060324,0,TRUE,25,"Male",2,-0.58015886794134
-0.864886257092021,0,TRUE,64,"Female",3,-0.279654838927471
1.34382010003788,1,TRUE,70,"Male",4,-0.505032860687873
-0.565400649345593,0,TRUE,57,"Female",5,-0.692847878821541
2.12996982037226,1,TRUE,33,"Female",4,2.34975541494388
-0.527964948377289,1,TRUE,61,"Male",4,-0.655284875194807
-1.23924326677506,0,TRUE,27,"Male",4,-1.03091491146214
-1.42642177161657,1,TRUE,29,"Male",4,-1.21872992959581
-0.490529247408986,1,TRUE,27,"Male",1,-0.655284875194807
-0.228479340630861,0,TRUE,20,"Male",4,0.0959751973398654
-1.61360027645809,1,TRUE,22,"Female",1,-1.40654494772948
0.0710062671155664,0,TRUE,28,"Male",2,-0.16696582804727
-0.00386513482104053,0,TRUE,24,"Female",2,0.171101204593333
-1.61360027645809,0,TRUE,34,"Male",1,-1.40654494772948
