"","Year","MunCode","Party","SIGLA_PARTIDO","NOME_CANDIDATO","Voteshare","Winner","Woman","Margin","Voters","Female.Voters","Male.Voters","Recruit.Share","Gender.Gap","Attrition.Rate","Attrition.Rate.Female","Attrition.Rate.Male","Switch.Rate.Female","Switch.Rate.Male","Renominated","Advanced","Cumulative.Female.Recruits.Share","Recruit.Share.Lagged","Gender.Gap.Lagged","Attrition.Rate.Lagged","University","Incumbent","Married","Age","Dynastic","Insider","Time.In.Party","Time.In.Politics","Prior.Office","First.Female.Mayor","Prior.Female.Mayors","Challenger_Incumbent","Challenger_Time.In.Politics","Illiteracy_2000","UrbanizationRate_2000","HDI_2000","HDI_2010","Population_2000","Female.Participation.Rate","Voter.Gender.Ratio","PT.Deputies.Voteshare","Gender.Gap.Year1","Gender.Gap.Year2","Gender.Gap.Year3","Gender.Gap.Year4","Woman.CouncilCandidatesShare.AllParties","Woman.Councilors.Share.AllParties","Female.Donations.Ratio"
"1",2012,"10014","PDT","PDT","JANETH CLEA RIBEIRO DE ALANCAR BARRADAS",0.443435391800726,FALSE,TRUE,-0.113129216398547,4834,2482,2348,1.24120810922631,0.897775740012931,0,0,0,0,0,FALSE,NA,96.293311845286,0.705218617771509,0.522429893278837,0.666666666666667,TRUE,FALSE,TRUE,41,FALSE,FALSE,1,9,"None",TRUE,0,FALSE,5,33.24,0.738202247191011,0.416903378,0.6554163124,5340,0.309050772626932,1.05706984667802,0.149820574162679,0,0,0.517868345443239,2.12947189097104,0.363636363636364,0.222222222222222,0.606862049892394
"2",2016,"10014","PSB","PSB","ANTONIA ALENCAR FERREIRA",0.204567307692308,FALSE,TRUE,-0.590865384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,70,FALSE,NA,NA,13,"VEREADOR",TRUE,0,TRUE,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2008,"10030","MDB","PMDB","LUZIA DOS SANTOS BESERRA SALES",0.370436530088199,FALSE,TRUE,-0.259126939823602,11565,6248,5312,0.605274535235625,0.969466855899912,0,0,0,0,0,FALSE,FALSE,64.3405889884763,0.373657169546941,0.43040966180798,0.25,TRUE,FALSE,TRUE,51,FALSE,NA,NA,16,"PREFEITO",TRUE,0,TRUE,11,30.695,0.900668182131294,0.535000032,0.6631538789,14517,0.390032502708559,1.17620481927711,0.266658485703767,0,0,1.3459728799963,0,0.333333333333333,0.0909090909090909,0.555444466662223
"4",2016,"10030","PP","PP","MARGARETH DE SOUSA PIMENTEL",0.422061570952806,FALSE,TRUE,-0.0940622207781659,14925,7904,7017,2.34505862646566,0.414389086308035,0,0,0,0,0,NA,NA,84.7672064777328,2.59311645450259,4.35281309624703,0,TRUE,FALSE,TRUE,52,TRUE,FALSE,1,17,"None",FALSE,1,TRUE,0,30.695,0.900668182131294,0.535000032,0.6631538789,14517,0.390032502708559,1.12640729656548,0.188677334413612,0,0.142511044605957,0,0.271878041702078,0.402985074626866,0.272727272727273,1.03580124538254
"5",2004,"10065","PT","PT","ANGELA MARIA BESSA DE CARVALHO",0.327880512091038,FALSE,TRUE,-0.344238975817923,4911,2327,2581,14.0500916310324,1.40110193378707,0.159420289855072,0.161290322580645,0.157894736842105,0.0645161290322581,0.131578947368421,TRUE,FALSE,11.1731843575419,5.16395558998193,7.7207954616082,0.5,TRUE,FALSE,TRUE,50,TRUE,FALSE,1,1,"None",TRUE,0,TRUE,NA,44.048,0.262918918918919,0.336628603,0.475815922,4625,0.183006535947712,0.901588531576908,0.03125,-0.429737859905458,0.866302241413443,1.00682868610938,-0.042291133830293,0.211538461538462,0.111111111111111,0.660132785330383
"6",2012,"10073","CIDADANIA","PPS","PATRICIA MARA DA SILVA PINHEIRO",0.506543762772294,TRUE,TRUE,0.190182181833993,30045,15533,14494,1.56432018638709,-0.491726526300171,0.0212765957446809,0.0357142857142857,0,0,0,TRUE,NA,60.2588038369922,1.68338108882521,0.336172161647212,0.25531914893617,TRUE,FALSE,TRUE,39,FALSE,NA,NA,1,"None",FALSE,1,FALSE,17,35.511,0.669674352026992,0.431082999,0.6016364699,39122,0.338951310861423,1.07168483510418,0.230329711502435,0,0,0.175139125893282,0.036920020654957,0.313953488372093,0.230769230769231,1.14955256713957
"7",2016,"10073","PT","PT","PATRICIA MARA DA SILVA LEAL PINHEIRO",0.704788871106734,TRUE,TRUE,0.409577742213468,28721,14953,13768,3.41213746039483,0.282042944320638,0,0,0,0,0,NA,NA,73.8313381930048,0.765518389083042,0.253132225349537,0,TRUE,TRUE,TRUE,43,FALSE,FALSE,1,5,"PREFEITO",FALSE,1,FALSE,24,35.511,0.669674352026992,0.431082999,0.6016364699,39122,0.338951310861423,1.08606914584544,0.393588881416723,0,0,0,0.282042944320638,0.34375,0.230769230769231,1.1752926812288
"8",2016,"10103","PT","PT","LUCINEIDE MARINHO DE LOIOLA",0.372298826919119,FALSE,TRUE,-0.20395143033546,5453,2679,2774,0,0,0,0,0,NA,NA,NA,NA,32.474804031355,0.169376693766938,-0.356252226576416,0,FALSE,FALSE,TRUE,55,FALSE,TRUE,13,13,"None",TRUE,0,TRUE,25,46.014,0.25329489291598,0.390446753,0.6341319536,7284,0.262872628726287,0.965753424657534,0.144686587283756,0,0,0,0,0.321428571428571,0.222222222222222,4.07957762590561
"9",2004,"10111","PDT","PDT","ANA MARCIA LEAL DA COSTA",0.468125,TRUE,TRUE,0.00416666666666671,5612,2939,2669,2.85103349964362,0.990286952472218,0.1875,0,0.333333333333333,0,0.222222222222222,TRUE,FALSE,55.801292956788,12.6367408525085,5.11459568521011,0.492537313432836,TRUE,FALSE,TRUE,38,FALSE,FALSE,1,1,"None",TRUE,0,FALSE,4,28.578,0.746169711255156,0.418581153,0.5755455949,6788,0.345423143350604,1.10116148370176,0.155629877369008,0,0,1.39937948986709,0,0.324324324324324,0.444444444444444,1.23483614235916
"10",2008,"10111","PTB","PTB","ANA MARCIA LEAL DA COSTA",0.389088729016787,TRUE,TRUE,0.0771382893685052,5939,3173,2764,2.52567772352248,2.04214923036857,0.333333333333333,0.4,0.3,0.4,0.3,FALSE,FALSE,103.057043807123,16.3934426229508,-3.42113036258296,0.33695652173913,TRUE,TRUE,TRUE,42,FALSE,FALSE,1,5,"PREFEITO",TRUE,0,FALSE,5,28.578,0.746169711255156,0.418581153,0.5755455949,6788,0.345423143350604,1.14797395079595,0.121090448013525,0,0,1.91353145639561,0,0.333333333333333,0.222222222222222,0.534016836629151
"11",2012,"10111","PL","PR","MARIA NETA DE SOUZA SANTOS NUNES",0.568251199302224,TRUE,TRUE,0.136502398604448,6760,3549,3210,0.443786982248521,0.341283446962814,0,0,0,0,0,TRUE,NA,114.39842209073,0.168378514901499,0.361794500723589,0,TRUE,FALSE,TRUE,66,TRUE,NA,NA,13,"VEREADOR",FALSE,1,FALSE,5,28.578,0.746169711255156,0.418581153,0.5755455949,6788,0.345423143350604,1.10560747663551,0.0955453788509575,0,0,0,0.400797381386885,0.333333333333333,0.222222222222222,0.99044730911411
"12",2016,"10111","PL","PR","MARIA NETA DE SOUZA SANTOS NUNES",0.590288315629742,TRUE,TRUE,0.180576631259484,6922,3621,3300,1.73360300491188,1.31957520524215,0,0,0,0,0,NA,NA,124.551228942281,0.443786982248521,0.341283446962814,0,TRUE,TRUE,TRUE,70,TRUE,NA,NA,17,"PREFEITO",FALSE,1,FALSE,9,28.578,0.746169711255156,0.418581153,0.5755455949,6788,0.345423143350604,1.09727272727273,0.172413793103448,0,0,0,1.31957520524215,0.333333333333333,0.555555555555556,1.71485373335233
"13",2004,"10138","PTB","PTB","MARIA LUCIA CAVALCANTE",0.367077267637178,FALSE,TRUE,-0.265845464725644,5313,2606,2698,25.5975908149821,14.1977201497144,0.382352941176471,0.333333333333333,0.409090909090909,0.0416666666666667,0.193181818181818,FALSE,FALSE,35.3031465848043,13.4874759152216,-0.595221409282464,0.410714285714286,TRUE,FALSE,FALSE,58,FALSE,FALSE,1,1,"None",TRUE,0,TRUE,9,37.717,0.467206251744348,0.382744764,0.608039321,7166,0.299798792756539,0.96590066716086,0.0797562268150503,0,0,14.5683650718789,0,0.153846153846154,0.111111111111111,0.762975750341002
"14",2012,"10138","PTB","PTB","MARIA LUIZA DE NEGREIROS DIAS",0.419635941130906,FALSE,TRUE,-0.153369481022463,6326,3174,3143,0.94846664558963,-0.623904733436101,0,0,0,0,0,TRUE,NA,66.7926906112161,1.01454176530267,-0.0154874236383973,0.666666666666667,TRUE,FALSE,TRUE,40,TRUE,TRUE,5,11,"None",TRUE,0,FALSE,5,37.717,0.467206251744348,0.382744764,0.608039321,7166,0.299798792756539,1.00986318803691,0.117417677642981,0,0,0,-0.30573737740683,0.333333333333333,0.222222222222222,0.418276602269243
"15",2016,"10138","PSDB","PSDB","MARIA LUIZA DE NEGREIROS DIAS COSTA",0.458931860036832,FALSE,TRUE,-0.0821362799263352,6052,3043,3009,0.826173165895572,1.66168162180126,0,0,0,NA,0,NA,NA,107.788366743345,0.316155548529877,0.636334712058543,0,TRUE,FALSE,TRUE,44,TRUE,TRUE,15,15,"None",TRUE,0,FALSE,13,37.717,0.467206251744348,0.382744764,0.608039321,7166,0.299798792756539,1.01129943502825,0.0807221415231376,0,0,0,1.66168162180126,0.375,0.111111111111111,0.98451603335423
"16",2008,"10162","PTB","PTB","ELVINA BORGES DA MOTA ANDRADE",0.36837975676736,FALSE,TRUE,-0.00470772852098866,3127,1496,1628,0,0,0,0,0,NA,NA,TRUE,FALSE,78.8770053475936,10.3555402140145,5.75443740911367,0.2,FALSE,FALSE,TRUE,46,FALSE,NA,NA,5,"VEREADOR",TRUE,0,FALSE,5,32.003,0.450656295576082,0.274884775,0.6041066501,4114,0.264705882352941,0.918918918918919,0.0701205895489058,0,0,0,0,0.333333333333333,0.111111111111111,0.777825129541367
"17",2012,"10162","PSB","PSB","ELVINA BORGES DA MOTA ANDRADE",0.512320706141964,TRUE,TRUE,0.024641412283928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,50,FALSE,NA,NA,9,"VEREADOR",TRUE,0,TRUE,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2016,"10162","PP","PP","ELVINA BORGES DA MOTA ANDRADE",0.455659697188176,FALSE,TRUE,-0.0886806056236482,3552,1659,1890,7.03828828828829,1.90878038979305,0,0,0,0,0,NA,NA,101.868595539482,3.7593984962406,-0.975784811223945,0,TRUE,TRUE,TRUE,54,FALSE,FALSE,1,13,"PREFEITO",TRUE,0,FALSE,13,32.003,0.450656295576082,0.274884775,0.6041066501,4114,0.264705882352941,0.877777777777778,0.383816529640848,0,0,0,1.90878038979305,0.375,0.333333333333333,1.86559615223288
"19",2016,"10170","MDB","PMDB","TALITA KARINE LUSTOSA LIMA VALLE MELLO",0.435076645626691,FALSE,TRUE,-0.129846708746619,5774,2880,2891,6.58122618635262,1.36114474038203,0,0,0,0,0,NA,NA,74.3055555555556,0.187899285982713,-0.370507595405706,0,TRUE,FALSE,TRUE,33,TRUE,NA,NA,0,"None",TRUE,0,TRUE,21,36.837,0.526307053941909,0.403656389,0.5901106473,6025,0.236084452975048,0.996195088204773,0.160060210737582,0,0,-0.364397171297897,1.72554191167993,0.354838709677419,0.111111111111111,1.16314172356989
"20",2012,"10189","PSB","PSB","EDIME OLIVEIRA GOMES FREITAS",0.571857103899646,TRUE,TRUE,0.143714207799291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,43,TRUE,NA,NA,9,"VEREADOR",TRUE,0,FALSE,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2012,"10200","MDB","PMDB","LISIANE FRANCO ROCHA ARAUJO",0.526805940095646,TRUE,TRUE,0.0536118801912913,5095,2532,2561,3.33660451422964,1.92552894215271,0,0,0,0,0,TRUE,NA,114.533965244866,9.81247274313127,8.88146339373688,0.0888888888888889,TRUE,FALSE,TRUE,41,FALSE,NA,NA,9,"None",TRUE,0,FALSE,18,29.526,0.775339185953711,0.452533848,0.6498912015,5012,0.391221374045802,0.988676298320968,0.148480463096961,0,0,5.01800306332748,0.390472471690746,0.363636363636364,0.222222222222222,0.868637795469007
"22",2004,"10227","MDB","PMDB","LUCIA DE FATIMA BARROSO MOURA DE ABREU SA",0.621347201584943,TRUE,TRUE,0.242694403169886,5417,2699,2712,4.24589256045782,-0.390043947228352,0.260869565217391,0.166666666666667,0.363636363636364,0.166666666666667,0.363636363636364,TRUE,FALSE,21.1189329381252,4.75435816164818,0.492395634338857,0.428571428571429,FALSE,FALSE,FALSE,48,TRUE,NA,NA,1,"VEREADOR",FALSE,1,FALSE,9,43.225,0.365466832161081,0.411962914,0.5583313766,7251,0.312121212121212,0.995206489675516,0.135142619772916,0,0,-0.393596011196105,0,0.111111111111111,0.111111111111111,1.04391039768
"23",2008,"10227","MDB","PMDB","LUCIA DE FATIMA BARROSO MOURA DE ABREU SA",0.540324423120859,TRUE,TRUE,0.0806488462417181,5834,2960,2869,4.45663352759685,5.63043437302761,0.269230769230769,0.2,0.285714285714286,0.2,0.285714285714286,FALSE,FALSE,38.5135135135135,4.24589256045782,-0.390043947228352,0.260869565217391,FALSE,TRUE,FALSE,52,TRUE,NA,NA,5,"PREFEITO",FALSE,1,FALSE,13,43.225,0.365466832161081,0.411962914,0.5583313766,7251,0.312121212121212,1.03171836876961,0.110567514677104,0,0.348553502962705,5.28188087006491,0,0.333333333333333,0.333333333333333,1.99696170144719
"24",2016,"10227","PP","PP","LUCIA DE FATIMA BARROSO MOURA DE ABREU SA",0.505457598656591,TRUE,TRUE,0.0109151973131822,5518,2866,2652,12.5045306270388,-0.11762179776629,0,0,0,0,0,NA,NA,67.341242149337,2.58397932816537,-0.513937375136222,0.0625,TRUE,FALSE,TRUE,60,TRUE,FALSE,1,13,"PREFEITO",FALSE,1,TRUE,21,43.225,0.365466832161081,0.411962914,0.5583313766,7251,0.312121212121212,1.08069381598793,0.524581981532318,0,0,-1.01859950593582,0.900977708169531,0.346153846153846,0.333333333333333,2.16100087038847
"25",2004,"10251","DEM","PFL","LEODETE BARREIRA SOARES",0.559344552701506,TRUE,TRUE,0.118689105403011,2652,1190,1460,0.377073906485671,0.684931506849315,0,0,0,NA,0,FALSE,FALSE,40.3361344537815,10.2088167053364,6.35803334527574,0.5,FALSE,FALSE,TRUE,59,TRUE,NA,NA,9,"None",TRUE,0,FALSE,16,21.391,0.510652033570045,0.512138264,0.526765246,3098,0.40174672489083,0.815068493150685,0.246621621621622,0,0.684931506849315,0,0,0.172413793103448,0,NA
"26",2004,"10260","PTB","PTB","MARISETE CAMPINHO BRAGA",0.479570533850283,FALSE,TRUE,-0.0408589322994333,3903,1821,2077,12.8106584678452,6.55277050470663,0.42,0.294117647058824,0.484848484848485,0.176470588235294,0.363636363636364,FALSE,FALSE,24.1625480505217,11.8756549074397,0.734155018449444,0.470588235294118,TRUE,FALSE,TRUE,40,FALSE,FALSE,1,1,"None",TRUE,0,FALSE,5,35.036,0.191035218783351,0.433798119,0.4863140833,4685,0.244215938303342,0.876745305729417,0.0422535211267606,0.481463649494463,0,6.48508533487106,0,0.115384615384615,0.111111111111111,0.264298467031952
"27",2008,"10260","PSDB","PSDB","MARIA DE FATIMA RODRIGUES MACEDO",0.458207147183525,FALSE,TRUE,-0.0835857056329497,4206,1972,2230,0,0,0,0,0,NA,NA,NA,NA,60.8519269776876,3.07455803228286,2.68572638746005,0,FALSE,FALSE,TRUE,54,FALSE,TRUE,9,9,"None",TRUE,0,TRUE,9,35.036,0.191035218783351,0.433798119,0.4863140833,4685,0.244215938303342,0.884304932735426,0.0784810126582278,0,0,0,0,0.361111111111111,0,3.27367961588826
"28",2012,"10286","MDB","PMDB","JUSCIRENE OLIVEIRA DE ALMEIDA SOUSA",0.535165723524656,TRUE,TRUE,0.11614120183239,4516,2233,2277,0.221434898139947,0.43917435221783,0,0,0,NA,0,TRUE,NA,60.0089565606807,2.31053604436229,3.56194238818613,0.3,TRUE,FALSE,TRUE,36,TRUE,NA,NA,1,"None",TRUE,0,TRUE,9,44.824,0.149560632688928,0.319549786,0.490210577,5690,0.264705882352941,0.980676328502415,0.185138932251015,0,0,0,0.43917435221783,0.333333333333333,0.222222222222222,2.33441638175015
"29",2016,"10286","PP","PP","JUSCIRENE OLIVEIRA DE ALMEIDA SOUSA",0.34916864608076,FALSE,TRUE,-0.30166270783848,4856,2405,2446,0.823723228995058,1.63532297628782,0,0,0,NA,0,NA,NA,64.033264033264,4.42869796279894,7.00948227185109,0,TRUE,TRUE,TRUE,40,TRUE,FALSE,1,5,"PREFEITO",TRUE,0,FALSE,11,44.824,0.149560632688928,0.319549786,0.490210577,5690,0.264705882352941,0.98323793949305,0.120311598384305,0,0,0,1.63532297628782,0.333333333333333,0.222222222222222,1.37458918827003
"30",2008,"10294","PL","PR","EVONEIDE GOMES OLIVEIRA",0.468069120961683,FALSE,TRUE,-0.0613346082917834,19928,9774,10138,0.150541951023685,0.0949653125319537,0.333333333333333,0,0.5,0,0.5,FALSE,FALSE,39.9017802332719,1.38256812028343,1.33690503158362,0.333333333333333,TRUE,FALSE,TRUE,52,NA,NA,NA,5,"None",TRUE,0,FALSE,22,44.922,0.328677415343806,0.391240569,0.5805163934,24127,0.201793721973094,0.964095482343657,0.261102384692275,0,0,0.0949653125319537,0,0.381818181818182,0.181818181818182,0.81668190996099
"31",2012,"10294","PSB","PSB","TERESINHA DE JESUS CARDOSO ALVES",0.583206988665078,TRUE,TRUE,0.166413977330157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,66,FALSE,NA,NA,9,"None",TRUE,0,TRUE,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2016,"10294","PSB","PSB","TERESINHA DE JESUS CARDOSO ALVES",0.426745329400197,FALSE,TRUE,-0.0248279252704031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,70,FALSE,NA,NA,13,"PREFEITO",TRUE,0,FALSE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2012,"10324","DEM","DEM","GESIMAR NEVES BORGES COSTA",0.346635883905013,FALSE,TRUE,-0.0987796833773087,7443,3635,3803,1.20918984280532,0.752392323297939,0.333333333333333,0,0.5,0,0.5,FALSE,NA,59.1471801925722,2.87443267776097,3.75645594975336,0.68421052631579,TRUE,TRUE,TRUE,49,TRUE,TRUE,20,20,"PREFEITO",FALSE,1,FALSE,6,43.505,0.341217696014017,0.338058486,0.5548454678,6849,0.31767955801105,0.955824349198002,0.162391585163314,0,0,0.752392323297939,0,0.333333333333333,0.222222222222222,0.955089093318119
"34",2004,"10332","PL","PL","ARACELIA MARIA DE SOUSA",0.623109497882638,TRUE,TRUE,0.246218995765275,3750,1886,1851,0.8,-0.520196872745981,0,0,0,0,0,TRUE,FALSE,27.0413573700954,6.85543964232489,4.29362811396445,0.782608695652174,TRUE,FALSE,TRUE,39,TRUE,FALSE,1,1,"VEREADOR",TRUE,0,TRUE,9,33.263,0.691225327340238,0.346944779,NA,5117,0.455882352941176,1.01890869800108,0.103600543478261,-0.530222693531283,0,0.0100258207853025,0,0.310344827586207,0.222222222222222,0.761904761904762
"35",2008,"10332","PSB","PSB","ARACELIA MARIA DE SOUSA",0.481640146878825,FALSE,TRUE,-0.0367197062423501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,TRUE,TRUE,TRUE,43,TRUE,NA,NA,5,"PREFEITO",TRUE,0,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2016,"10340","PSD","PSD","HEDNAY ARAUJO SUZARTE SIQUEIRA",0.392009987515606,FALSE,TRUE,-0.215980024968789,4152,1995,2154,11.0789980732177,1.07999804525241,0,0,0,0,0,NA,NA,111.779448621554,1.8177096857959,1.43797881354442,0,TRUE,FALSE,TRUE,38,FALSE,TRUE,5,17,"None",FALSE,1,FALSE,13,38.565,0.189213483146067,0.268467053,0.4879359908,4450,0.122137404580153,0.926183844011142,0.0810909090909091,0,0,0,1.07999804525241,0.347826086956522,0.111111111111111,0.954775148914404
"37",2012,"10359","PSB","PSB","MARIA GORETTI BARROS",0.475888324873096,FALSE,TRUE,-0.0482233502538071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,53,FALSE,NA,NA,25,"None",TRUE,0,FALSE,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2016,"10359","PT","PT","SORIA MARIA PORTELA DE DEUS",0.438979963570128,FALSE,TRUE,-0.122040072859745,5528,2799,2725,1.62807525325615,1.13002350118489,0,0,0,0,0,NA,NA,69.6677384780279,0.95565749235474,-0.329395092057067,0.2,TRUE,FALSE,TRUE,51,TRUE,FALSE,1,15,"None",TRUE,0,FALSE,NA,31.63,0.354800380228137,0.453215365,0.5659441464,4208,0.259433962264151,1.02715596330275,0.043050430504305,0,0,0,1.13002350118489,0.35,0.111111111111111,0.909740332865966
"39",2004,"10405","MDB","PMDB","VITORIA REGIA FREITAS REGO",0.339887640449438,FALSE,TRUE,-0.093900481540931,3268,1651,1616,2.75397796817625,-1.77772547091172,0.111111111111111,0.166666666666667,0,0.166666666666667,0,NA,NA,47.244094488189,7.7120822622108,6.66956037264023,0.0952380952380952,FALSE,FALSE,FALSE,43,TRUE,NA,NA,12,"None",TRUE,0,TRUE,11,48.784,0.551609058402861,0.302170684,0.636233547,4195,0.335038363171355,1.02165841584158,0.109010989010989,0,-0.605693519079346,-1.76460710880295,0,0.225806451612903,0.333333333333333,0.561793382499209
"40",2008,"10405","PSB","PSB","MONIQUE PEREIRA DA SILVA",0.55955334987593,TRUE,TRUE,0.119106699751861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,39,NA,NA,NA,NA,"None",TRUE,0,FALSE,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2012,"10405","PSB","PSB","TANIA MARIA DA CUNHA RAULINO",0.340027700831025,FALSE,TRUE,-0.158587257617729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,43,FALSE,NA,NA,19,"VEREADOR",FALSE,1,FALSE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2004,"10413","PDT","PDT","NAIRA LOPES MOURA",0.368025440878867,FALSE,TRUE,-0.263949118242267,3870,1962,1901,2.84237726098191,0.607813581670895,0.272727272727273,0,0.5,0,0.5,FALSE,FALSE,18.348623853211,6.92440854010387,3.39997648952427,0.125,TRUE,FALSE,TRUE,27,TRUE,FALSE,1,1,"None",TRUE,0,TRUE,13,35.769,0.30033067496596,0.380555937,0.5280110242,5141,0.251953125,1.03208837453972,0.0380556443875919,0,0,0.0981295857483668,0,0.217391304347826,0.222222222222222,0.922638572350032
"43",2012,"10430","PSB","PSB","LIEGE DA CUNHA CAVALCANTE RIBEIRO GONCALVES",0.381069133325904,FALSE,TRUE,-0.197927114677365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,52,TRUE,NA,NA,9,"None",TRUE,0,TRUE,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2004,"10456","PTB","PTB","MARIA MADALENA DE MOURA CHAVES",0.274564648560859,FALSE,TRUE,-0.0505278354236218,13387,6670,6693,4.8554567864346,-1.96242085142996,0.0153846153846154,0,0.0384615384615385,0,0,FALSE,FALSE,23.688155922039,3.53539708545313,0.169214160292888,0.24390243902439,FALSE,FALSE,FALSE,77,TRUE,FALSE,1,1,"None",TRUE,0,FALSE,5,36.358,0.55271895922922,0.4839361,0.5493664406,18371,0.258064516129032,0.996563573883162,0.0681979156126682,0,0,-1.36478152676239,0,0.146341463414634,0.111111111111111,1.71360302437336
"45",2008,"10456","PP","PP","RITA MELO DA COSTA E SILVA MIRANDA",0.344515441959531,FALSE,TRUE,-0.068778842740504,14571,7189,7365,0.0686294694942008,-0.13910140492419,0,0,0,0,NA,TRUE,FALSE,43.6778411461956,1.19518936281467,0.893882955429502,0.25,FALSE,FALSE,TRUE,54,FALSE,TRUE,13,13,"None",TRUE,0,TRUE,9,36.358,0.55271895922922,0.4839361,0.5493664406,18371,0.258064516129032,0.976103190767142,0.12811964183654,0,0,-0.13910140492419,0,0.310344827586207,0.0909090909090909,0.494649634047167
"46",2004,"10464","DEM","PFL","MARIA TELMA TENORIO PINHEIRO",0.645533141210375,TRUE,TRUE,0.291066282420749,4036,1997,2036,0,0,0,0,0,NA,NA,NA,NA,28.542814221332,1.82038834951456,2.40331167262662,0.5,TRUE,FALSE,TRUE,38,FALSE,NA,NA,12,"None",FALSE,1,FALSE,NA,35.444,0.660922841278959,0.35098684,0.5630266367,5223,0.232558139534884,0.980844793713163,0.0646871686108165,0,0,0,0,0.136363636363636,0,0.542118432026689
"47",2008,"10464","PTB","PTB","MARIA TELMA TENORIO PINHEIRO",0.572782667569397,TRUE,TRUE,0.145565335138795,4105,2071,2031,4.62850182704019,-0.397270601190956,0.157894736842105,0.2,0.111111111111111,0.2,0.111111111111111,NA,NA,42.4915499758571,4.70763131813677,-0.587079046861058,0.105263157894737,TRUE,TRUE,TRUE,42,FALSE,FALSE,1,16,"PREFEITO",FALSE,1,FALSE,5,35.444,0.660922841278959,0.35098684,0.5630266367,5223,0.232558139534884,1.01969473165928,0.11947056774643,0,0,0.0950976902910723,0,0.32,0.222222222222222,1.76780215293244
"48",2004,"10480","PT","PT","MARIA DO CARMO PINHEIRO LEAL",0.130100334448161,FALSE,TRUE,-0.739799331103679,3530,1781,1745,15.8640226628895,-0.810207716279287,0.0892857142857143,0.0344827586206897,0.148148148148148,0.0344827586206897,0.037037037037037,TRUE,FALSE,3.93037619314992,7.7834179357022,10.3936034836593,0.521739130434783,TRUE,FALSE,TRUE,46,TRUE,FALSE,1,1,"None",TRUE,0,FALSE,11,42.431,0.381501632208923,0.357855397,0.6024260559,4595,0.294505494505495,1.02063037249284,0.0273365349094939,-1.67286335064973,0,0.851072045098775,0.0115835892716657,0.0769230769230769,0.111111111111111,0.0989010989010989
"49",2008,"10480","PT","PT","MARIA DO CARMO PINHEIRO LEAL",0.150239561943874,FALSE,TRUE,-0.699520876112252,3663,1853,1806,0.273000273000273,0.553709856035437,0,0,0,NA,0,FALSE,FALSE,26.9832703723691,15.8640226628895,-0.810207716279287,0.0892857142857143,TRUE,FALSE,TRUE,50,TRUE,TRUE,5,5,"None",TRUE,0,TRUE,15,42.431,0.381501632208923,0.357855397,0.6024260559,4595,0.294505494505495,1.02602436323367,0.109701748371615,0,0,0,0.553709856035437,0.333333333333333,0.222222222222222,2.03328750644441
